,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
2834,★ StatTrak™ Ursus Knife | Safari Mesh (Well-Worn),eb4b4b,8650ac,182.58,114.9,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,3,11,ww,knife,ursus knife,covert,unusual,1,1
2835,★ StatTrak™ Ursus Knife | Scorched (Battle-Scarred),,8650ac,219.51,127.02,1,LOW_SALES_3PLUS_MONTHS,1.0,0,2,6,26,bs,,,,,1,1
2836,★ StatTrak™ Ursus Knife | Scorched (Field-Tested),,8650ac,159.09,135.49,1,LOW_SALES_3PLUS_MONTHS,4.0,0,3,14,51,ft,,,,,1,1
2837,★ StatTrak™ Ursus Knife | Scorched (Minimal Wear),eb4b4b,8650ac,158.24,170.27,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,1,13,mw,knife,ursus knife,covert,unusual,1,1
2838,★ StatTrak™ Ursus Knife | Scorched (Well-Worn),,8650ac,157.7,158.48,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,3,17,ww,,,,,1,1
2839,★ StatTrak™ Ursus Knife | Slaughter (Factory New),eb4b4b,8650ac,521.0,541.2,1,LOW_SALES_3PLUS_MONTHS,3.0,0,2,7,20,fn,knife,ursus knife,covert,unusual,1,1
2840,★ StatTrak™ Ursus Knife | Slaughter (Field-Tested),eb4b4b,8650ac,483.24,509.83,1,LOW_SALES_3PLUS_MONTHS,2.0,0,0,1,5,ft,knife,ursus knife,covert,unusual,1,1
2841,★ StatTrak™ Ursus Knife | Slaughter (Minimal Wear),eb4b4b,8650ac,465.81,400.01,1,LOW_SALES_3PLUS_MONTHS,5.0,1,1,3,8,mw,knife,ursus knife,covert,unusual,1,1
2842,★ StatTrak™ Ursus Knife | Stained (Battle-Scarred),,8650ac,221.08,172.7,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,0,17,bs,,,,,1,1
2843,★ StatTrak™ Ursus Knife | Stained (Factory New),eb4b4b,8650ac,204.56,246.29,1,LOW_SALES_3PLUS_MONTHS,,0,0,2,5,fn,knife,ursus knife,covert,unusual,1,1
2844,★ StatTrak™ Ursus Knife | Stained (Field-Tested),eb4b4b,8650ac,214.07,213.93,1,LOW_SALES_3PLUS_MONTHS,4.0,1,2,5,18,ft,knife,ursus knife,covert,unusual,1,1
2845,★ StatTrak™ Ursus Knife | Stained (Minimal Wear),eb4b4b,8650ac,230.0,179.17,1,LOW_SALES_3PLUS_MONTHS,2.0,0,0,2,15,mw,knife,ursus knife,covert,unusual,1,1
2846,★ StatTrak™ Ursus Knife | Stained (Well-Worn),eb4b4b,8650ac,194.63,169.9,1,LOW_SALES_3PLUS_MONTHS,4.0,0,0,5,23,ww,knife,ursus knife,covert,unusual,1,1
2847,★ StatTrak™ Ursus Knife | Tiger Tooth (Factory New),eb4b4b,8650ac,489.99,437.32,1,LOW_SALES_3PLUS_MONTHS,8.0,1,5,17,74,fn,knife,ursus knife,covert,unusual,1,1
2848,★ StatTrak™ Ursus Knife | Tiger Tooth (Minimal Wear),,8650ac,497.95,427.14,1,LOW_SALES_3PLUS_MONTHS,2.0,0,0,1,5,mw,,,,,1,1
2849,★ StatTrak™ Ursus Knife | Ultraviolet (Battle-Scarred),eb4b4b,8650ac,213.83,204.92,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,4,26,bs,knife,ursus knife,covert,unusual,1,1
2850,★ StatTrak™ Ursus Knife | Ultraviolet (Field-Tested),eb4b4b,8650ac,255.65,200.94,1,LOW_SALES_3PLUS_MONTHS,7.0,0,3,21,75,ft,knife,ursus knife,covert,unusual,1,1
2851,★ StatTrak™ Ursus Knife | Ultraviolet (Minimal Wear),eb4b4b,8650ac,426.71,238.24,1,LOW_SALES_3PLUS_MONTHS,1.0,1,2,5,11,mw,knife,ursus knife,covert,unusual,1,1
2852,★ StatTrak™ Ursus Knife | Ultraviolet (Well-Worn),eb4b4b,8650ac,269.46,216.5,1,LOW_SALES_3PLUS_MONTHS,2.0,0,1,1,17,ww,knife,ursus knife,covert,unusual,1,1
2853,★ StatTrak™ Ursus Knife | Urban Masked (Battle-Scarred),eb4b4b,8650ac,151.37,114.78,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,3,17,bs,knife,ursus knife,covert,unusual,1,1
2854,★ StatTrak™ Ursus Knife | Urban Masked (Field-Tested),eb4b4b,8650ac,176.99,136.92,1,LOW_SALES_3PLUS_MONTHS,5.0,0,4,16,48,ft,knife,ursus knife,covert,unusual,1,1
2855,★ StatTrak™ Ursus Knife | Urban Masked (Minimal Wear),,8650ac,201.88,232.66,1,LOW_SALES_3PLUS_MONTHS,2.0,0,0,0,6,mw,,,,,1,1
2856,★ StatTrak™ Ursus Knife | Urban Masked (Well-Worn),,8650ac,196.51,189.76,1,LOW_SALES_3PLUS_MONTHS,4.0,0,1,3,14,ww,,,,,1,1
2857,★ Stiletto Knife,eb4b4b,8650ac,552.0,532.97,1,LOW_SALES_WEEK,20.0,5,28,133,530,,knife,stiletto knife,covert,unusual,0,1
2858,★ Stiletto Knife | Blue Steel (Battle-Scarred),eb4b4b,8650ac,323.87,359.76,1,LOW_SALES_3PLUS_MONTHS,5.0,1,2,17,71,bs,knife,stiletto knife,covert,unusual,0,1
2859,★ Stiletto Knife | Blue Steel (Factory New),eb4b4b,8650ac,745.94,438.9,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,1,9,fn,knife,stiletto knife,covert,unusual,0,1
2860,★ Stiletto Knife | Blue Steel (Field-Tested),eb4b4b,8650ac,338.41,323.04,1,LOW_SALES_3PLUS_MONTHS,6.0,1,5,25,122,ft,knife,stiletto knife,covert,unusual,0,1
2861,★ Stiletto Knife | Blue Steel (Minimal Wear),eb4b4b,8650ac,410.82,375.44,1,LOW_SALES_3PLUS_MONTHS,6.0,1,5,29,102,mw,knife,stiletto knife,covert,unusual,0,1
2862,★ Stiletto Knife | Blue Steel (Well-Worn),eb4b4b,8650ac,311.35,268.79,1,LOW_SALES_3PLUS_MONTHS,3.0,0,4,17,89,ww,knife,stiletto knife,covert,unusual,0,1
2863,★ Stiletto Knife | Boreal Forest (Battle-Scarred),eb4b4b,8650ac,181.7,181.66,1,LOW_SALES_3PLUS_MONTHS,6.0,1,6,11,65,bs,knife,stiletto knife,covert,unusual,0,1
2864,★ Stiletto Knife | Boreal Forest (Factory New),eb4b4b,8650ac,263.02,305.0,1,LOW_SALES_3PLUS_MONTHS,,0,0,0,6,fn,knife,stiletto knife,covert,unusual,0,1
2865,★ Stiletto Knife | Boreal Forest (Field-Tested),eb4b4b,8650ac,229.66,190.0,1,LOW_SALES_MONTH,14.0,1,16,71,260,ft,knife,stiletto knife,covert,unusual,0,1
2866,★ Stiletto Knife | Boreal Forest (Minimal Wear),eb4b4b,8650ac,228.42,200.04,1,LOW_SALES_3PLUS_MONTHS,7.0,3,8,31,61,mw,knife,stiletto knife,covert,unusual,0,1
2867,★ Stiletto Knife | Boreal Forest (Well-Worn),eb4b4b,8650ac,213.74,212.26,1,LOW_SALES_3PLUS_MONTHS,2.0,1,4,12,50,ww,knife,stiletto knife,covert,unusual,0,1
2868,★ Stiletto Knife | Case Hardened (Battle-Scarred),eb4b4b,8650ac,310.5,275.1,1,LOW_SALES_3PLUS_MONTHS,6.0,2,3,21,74,bs,knife,stiletto knife,covert,unusual,0,1
2869,★ Stiletto Knife | Case Hardened (Factory New),eb4b4b,8650ac,799.99,691.26,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,1,7,fn,knife,stiletto knife,covert,unusual,0,1
2870,★ Stiletto Knife | Case Hardened (Field-Tested),eb4b4b,8650ac,432.79,420.0,1,LOW_SALES_3PLUS_MONTHS,20.0,1,4,24,108,ft,knife,stiletto knife,covert,unusual,0,1
2871,★ Stiletto Knife | Case Hardened (Minimal Wear),eb4b4b,8650ac,639.75,700.0,1,LOW_SALES_3PLUS_MONTHS,6.0,0,4,27,77,mw,knife,stiletto knife,covert,unusual,0,1
2872,★ Stiletto Knife | Case Hardened (Well-Worn),eb4b4b,8650ac,394.03,294.77,1,LOW_SALES_3PLUS_MONTHS,15.0,1,6,27,102,ww,knife,stiletto knife,covert,unusual,0,1
2873,★ Stiletto Knife | Crimson Web (Battle-Scarred),eb4b4b,8650ac,322.3,273.15,1,LOW_SALES_3PLUS_MONTHS,5.0,2,4,16,69,bs,knife,stiletto knife,covert,unusual,0,1
2874,★ Stiletto Knife | Crimson Web (Factory New),eb4b4b,8650ac,1604.74,1201.0,1,NO_SALES_3PLUS_MONTHS,,0,0,0,0,fn,knife,stiletto knife,covert,unusual,0,1
2875,★ Stiletto Knife | Crimson Web (Field-Tested),eb4b4b,8650ac,430.71,425.01,1,LOW_SALES_3PLUS_MONTHS,13.0,2,8,31,137,ft,knife,stiletto knife,covert,unusual,0,1
2876,★ Stiletto Knife | Crimson Web (Minimal Wear),eb4b4b,8650ac,716.1,589.95,1,LOW_SALES_3PLUS_MONTHS,8.0,1,1,7,19,mw,knife,stiletto knife,covert,unusual,0,1
2877,★ Stiletto Knife | Crimson Web (Well-Worn),eb4b4b,8650ac,459.9,374.59,1,LOW_SALES_3PLUS_MONTHS,2.0,0,1,6,25,ww,knife,stiletto knife,covert,unusual,0,1
2878,★ Stiletto Knife | Damascus Steel (Battle-Scarred),,8650ac,433.27,230.0,1,LOW_SALES_3PLUS_MONTHS,3.0,0,1,4,21,bs,,,,,0,1
2879,★ Stiletto Knife | Damascus Steel (Factory New),eb4b4b,8650ac,464.83,366.0,1,LOW_SALES_3PLUS_MONTHS,6.0,0,4,25,115,fn,knife,stiletto knife,covert,unusual,0,1
2880,★ Stiletto Knife | Damascus Steel (Field-Tested),eb4b4b,8650ac,316.25,324.01,1,LOW_SALES_MONTH,8.0,0,13,73,267,ft,knife,stiletto knife,covert,unusual,0,1
2881,★ Stiletto Knife | Damascus Steel (Minimal Wear),eb4b4b,8650ac,420.0,370.01,1,LOW_SALES_3PLUS_MONTHS,6.0,1,3,27,118,mw,knife,stiletto knife,covert,unusual,0,1
2882,★ Stiletto Knife | Damascus Steel (Well-Worn),eb4b4b,8650ac,261.71,337.12,1,LOW_SALES_3PLUS_MONTHS,,0,2,7,26,ww,knife,stiletto knife,covert,unusual,0,1
2883,★ Stiletto Knife | Doppler (Factory New),eb4b4b,,823.05,805.0,1,LOW_SALES_MONTH,26.0,3,17,68,337,fn,knife,stiletto knife,covert,unusual,0,1
2884,★ Stiletto Knife | Doppler (Minimal Wear),eb4b4b,8650ac,919.97,949.41,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,1,20,mw,knife,stiletto knife,covert,unusual,0,1
2885,★ Stiletto Knife | Fade (Factory New),eb4b4b,8650ac,1156.75,1085.14,1,LOW_SALES_3PLUS_MONTHS,6.0,2,11,34,130,fn,knife,stiletto knife,covert,unusual,0,1
2886,★ Stiletto Knife | Fade (Minimal Wear),eb4b4b,8650ac,907.0,1089.0,1,LOW_SALES_3PLUS_MONTHS,,0,0,0,1,mw,knife,stiletto knife,covert,unusual,0,1
2887,★ Stiletto Knife | Forest DDPAT (Battle-Scarred),eb4b4b,8650ac,200.0,163.77,1,LOW_SALES_3PLUS_MONTHS,7.0,1,6,25,71,bs,knife,stiletto knife,covert,unusual,0,1
2888,★ Stiletto Knife | Forest DDPAT (Field-Tested),eb4b4b,8650ac,197.76,199.99,1,LOW_SALES_MONTH,6.0,1,15,68,273,ft,knife,stiletto knife,covert,unusual,0,1
2889,★ Stiletto Knife | Forest DDPAT (Minimal Wear),eb4b4b,8650ac,216.21,190.0,1,LOW_SALES_3PLUS_MONTHS,5.0,2,2,17,81,mw,knife,stiletto knife,covert,unusual,0,1
2890,★ Stiletto Knife | Forest DDPAT (Well-Worn),eb4b4b,8650ac,228.0,161.85,1,LOW_SALES_3PLUS_MONTHS,3.0,1,3,13,48,ww,knife,stiletto knife,covert,unusual,0,1
2891,★ Stiletto Knife | Marble Fade (Factory New),eb4b4b,8650ac,688.65,667.09,1,LOW_SALES_WEEK,10.0,6,35,117,338,fn,knife,stiletto knife,covert,unusual,0,1
2892,★ Stiletto Knife | Marble Fade (Minimal Wear),eb4b4b,8650ac,1405.41,611.37,1,LOW_SALES_3PLUS_MONTHS,2.0,1,1,4,6,mw,knife,stiletto knife,covert,unusual,0,1
2893,★ Stiletto Knife | Night Stripe (Battle-Scarred),eb4b4b,8650ac,201.48,177.82,1,LOW_SALES_3PLUS_MONTHS,4.0,1,6,21,94,bs,knife,stiletto knife,covert,unusual,0,1
2894,★ Stiletto Knife | Night Stripe (Field-Tested),eb4b4b,8650ac,235.69,237.09,1,LOW_SALES_WEEK,9.0,1,20,78,296,ft,knife,stiletto knife,covert,unusual,0,1
2895,★ Stiletto Knife | Night Stripe (Minimal Wear),eb4b4b,8650ac,291.9,244.02,1,LOW_SALES_3PLUS_MONTHS,8.0,0,4,22,68,mw,knife,stiletto knife,covert,unusual,0,1
2896,★ Stiletto Knife | Night Stripe (Well-Worn),eb4b4b,8650ac,221.39,187.05,1,LOW_SALES_3PLUS_MONTHS,5.0,0,0,11,44,ww,knife,stiletto knife,covert,unusual,0,1
2897,★ Stiletto Knife | Rust Coat (Battle-Scarred),eb4b4b,8650ac,227.95,209.5,1,LOW_SALES_WEEK,22.0,5,29,176,697,bs,knife,stiletto knife,covert,unusual,0,1
2898,★ Stiletto Knife | Rust Coat (Well-Worn),eb4b4b,8650ac,334.14,283.96,1,LOW_SALES_3PLUS_MONTHS,5.0,0,2,10,22,ww,knife,stiletto knife,covert,unusual,0,1
2899,★ Stiletto Knife | Safari Mesh (Battle-Scarred),eb4b4b,8650ac,200.99,172.5,1,LOW_SALES_3PLUS_MONTHS,4.0,0,5,13,51,bs,knife,stiletto knife,covert,unusual,0,1
2900,★ Stiletto Knife | Safari Mesh (Factory New),,8650ac,235.4,349.91,1,NO_SALES_3PLUS_MONTHS,,0,0,2,2,fn,,,,,0,1
2901,★ Stiletto Knife | Safari Mesh (Field-Tested),eb4b4b,8650ac,189.88,183.55,1,LOW_SALES_MONTH,9.0,0,11,56,253,ft,knife,stiletto knife,covert,unusual,0,1
2902,★ Stiletto Knife | Safari Mesh (Minimal Wear),eb4b4b,8650ac,217.75,190.0,1,LOW_SALES_3PLUS_MONTHS,5.0,0,2,26,86,mw,knife,stiletto knife,covert,unusual,0,1
2903,★ Stiletto Knife | Safari Mesh (Well-Worn),eb4b4b,8650ac,184.0,183.96,1,LOW_SALES_3PLUS_MONTHS,1.0,0,3,14,65,ww,knife,stiletto knife,covert,unusual,0,1
2904,★ Stiletto Knife | Scorched (Battle-Scarred),eb4b4b,8650ac,215.12,152.41,1,LOW_SALES_3PLUS_MONTHS,8.0,0,4,15,78,bs,knife,stiletto knife,covert,unusual,0,1
2905,★ Stiletto Knife | Scorched (Factory New),,8650ac,499.9,354.98,1,LOW_SALES_3PLUS_MONTHS,1.0,0,1,1,3,fn,,,,,0,1
2906,★ Stiletto Knife | Scorched (Field-Tested),eb4b4b,8650ac,187.06,192.02,1,LOW_SALES_MONTH,15.0,3,12,92,326,ft,knife,stiletto knife,covert,unusual,0,1
2907,★ Stiletto Knife | Scorched (Minimal Wear),eb4b4b,8650ac,229.89,185.01,1,LOW_SALES_3PLUS_MONTHS,3.0,0,2,14,88,mw,knife,stiletto knife,covert,unusual,0,1
2908,★ Stiletto Knife | Scorched (Well-Worn),eb4b4b,8650ac,199.27,197.97,1,LOW_SALES_3PLUS_MONTHS,3.0,0,7,16,36,ww,knife,stiletto knife,covert,unusual,0,1
2909,★ Stiletto Knife | Slaughter (Factory New),eb4b4b,8650ac,665.0,647.13,1,LOW_SALES_3PLUS_MONTHS,8.0,0,3,16,92,fn,knife,stiletto knife,covert,unusual,0,1
2910,★ Stiletto Knife | Slaughter (Field-Tested),eb4b4b,8650ac,758.23,574.55,1,LOW_SALES_3PLUS_MONTHS,2.0,1,1,11,35,ft,knife,stiletto knife,covert,unusual,0,1
2911,★ Stiletto Knife | Slaughter (Minimal Wear),eb4b4b,8650ac,631.95,542.9,1,LOW_SALES_3PLUS_MONTHS,4.0,0,6,30,105,mw,knife,stiletto knife,covert,unusual,0,1
2912,★ Stiletto Knife | Stained (Battle-Scarred),eb4b4b,8650ac,280.0,260.09,1,LOW_SALES_3PLUS_MONTHS,6.0,0,3,18,92,bs,knife,stiletto knife,covert,unusual,0,1
2913,★ Stiletto Knife | Stained (Factory New),eb4b4b,8650ac,376.45,471.05,1,LOW_SALES_3PLUS_MONTHS,,0,0,1,3,fn,knife,stiletto knife,covert,unusual,0,1
2914,★ Stiletto Knife | Stained (Field-Tested),eb4b4b,8650ac,345.0,347.97,1,LOW_SALES_3PLUS_MONTHS,7.0,1,5,22,99,ft,knife,stiletto knife,covert,unusual,0,1
2915,★ Stiletto Knife | Stained (Minimal Wear),eb4b4b,8650ac,353.53,295.98,1,LOW_SALES_3PLUS_MONTHS,6.0,0,0,18,77,mw,knife,stiletto knife,covert,unusual,0,1
2916,★ Stiletto Knife | Stained (Well-Worn),eb4b4b,8650ac,293.55,271.44,1,LOW_SALES_3PLUS_MONTHS,4.0,0,5,18,67,ww,knife,stiletto knife,covert,unusual,0,1
2917,★ Stiletto Knife | Tiger Tooth (Factory New),eb4b4b,8650ac,621.61,583.8,1,LOW_SALES_WEEK,12.0,9,30,135,422,fn,knife,stiletto knife,covert,unusual,0,1
2918,★ Stiletto Knife | Tiger Tooth (Minimal Wear),eb4b4b,8650ac,756.76,557.76,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,2,15,mw,knife,stiletto knife,covert,unusual,0,1
2919,★ Stiletto Knife | Ultraviolet (Battle-Scarred),eb4b4b,8650ac,225.95,206.0,1,LOW_SALES_3PLUS_MONTHS,8.0,1,5,33,172,bs,knife,stiletto knife,covert,unusual,0,1
2920,★ Stiletto Knife | Ultraviolet (Factory New),eb4b4b,8650ac,464.34,384.99,1,LOW_SALES_3PLUS_MONTHS,,0,0,1,3,fn,knife,stiletto knife,covert,unusual,0,1
2921,★ Stiletto Knife | Ultraviolet (Field-Tested),eb4b4b,8650ac,278.54,249.72,1,LOW_SALES_MONTH,21.0,0,18,106,394,ft,knife,stiletto knife,covert,unusual,0,1
2922,★ Stiletto Knife | Ultraviolet (Minimal Wear),eb4b4b,8650ac,352.13,350.12,1,LOW_SALES_3PLUS_MONTHS,7.0,4,7,28,120,mw,knife,stiletto knife,covert,unusual,0,1
2923,★ Stiletto Knife | Ultraviolet (Well-Worn),eb4b4b,8650ac,279.96,190.0,1,LOW_SALES_3PLUS_MONTHS,6.0,0,3,14,82,ww,knife,stiletto knife,covert,unusual,0,1
2924,★ Stiletto Knife | Urban Masked (Battle-Scarred),eb4b4b,8650ac,191.15,176.0,1,LOW_SALES_3PLUS_MONTHS,8.0,1,3,16,69,bs,knife,stiletto knife,covert,unusual,0,1
2925,★ Stiletto Knife | Urban Masked (Factory New),eb4b4b,8650ac,464.23,358.32,1,LOW_SALES_3PLUS_MONTHS,1.0,0,1,1,4,fn,knife,stiletto knife,covert,unusual,0,1
2926,★ Stiletto Knife | Urban Masked (Field-Tested),eb4b4b,8650ac,221.08,211.07,1,LOW_SALES_MONTH,13.0,4,9,57,217,ft,knife,stiletto knife,covert,unusual,0,1
2927,★ Stiletto Knife | Urban Masked (Minimal Wear),eb4b4b,8650ac,300.0,270.11,1,LOW_SALES_3PLUS_MONTHS,7.0,0,2,13,63,mw,knife,stiletto knife,covert,unusual,0,1
2928,★ Stiletto Knife | Urban Masked (Well-Worn),eb4b4b,8650ac,232.01,186.42,1,LOW_SALES_3PLUS_MONTHS,4.0,1,3,8,37,ww,knife,stiletto knife,covert,unusual,0,1
2929,★ Survival Knife,eb4b4b,8650ac,312.7,289.17,1,LOW_SALES_MONTH,19.0,1,20,108,388,,knife,survival knife,covert,unusual,0,1
2930,★ Survival Knife | Blue Steel (Battle-Scarred),eb4b4b,8650ac,154.99,153.08,1,LOW_SALES_MONTH,10.0,2,11,53,228,bs,knife,survival knife,covert,unusual,0,1
2931,★ Survival Knife | Blue Steel (Factory New),eb4b4b,8650ac,324.95,300.0,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,4,34,fn,knife,survival knife,covert,unusual,0,1
2932,★ Survival Knife | Blue Steel (Field-Tested),eb4b4b,8650ac,178.49,157.13,1,LOW_SALES_MONTH,13.0,4,13,69,326,ft,knife,survival knife,covert,unusual,0,1
2933,★ Survival Knife | Blue Steel (Minimal Wear),eb4b4b,8650ac,193.34,171.43,1,LOW_SALES_MONTH,11.0,2,12,68,247,mw,knife,survival knife,covert,unusual,0,1
2934,★ Survival Knife | Blue Steel (Well-Worn),eb4b4b,8650ac,166.13,169.36,1,LOW_SALES_MONTH,8.0,3,12,63,300,ww,knife,survival knife,covert,unusual,0,1
2935,★ Survival Knife | Boreal Forest (Battle-Scarred),eb4b4b,8650ac,113.0,111.0,1,LOW_SALES_MONTH,5.0,1,8,40,189,bs,knife,survival knife,covert,unusual,0,1
2936,★ Survival Knife | Boreal Forest (Field-Tested),eb4b4b,,118.93,108.13,1,LOW_SALES_WEEK,14.0,2,35,176,692,ft,knife,survival knife,covert,unusual,0,1
2937,★ Survival Knife | Boreal Forest (Minimal Wear),eb4b4b,8650ac,137.38,114.59,1,LOW_SALES_MONTH,10.0,3,14,71,192,mw,knife,survival knife,covert,unusual,0,1
2938,★ Survival Knife | Boreal Forest (Well-Worn),eb4b4b,8650ac,121.8,115.0,1,LOW_SALES_3PLUS_MONTHS,7.0,1,7,31,105,ww,knife,survival knife,covert,unusual,0,1
2939,★ Survival Knife | Case Hardened (Battle-Scarred),eb4b4b,,194.97,187.84,1,LOW_SALES_MONTH,15.0,0,17,61,244,bs,knife,survival knife,covert,unusual,0,1
2940,★ Survival Knife | Case Hardened (Factory New),eb4b4b,8650ac,424.67,430.78,1,LOW_SALES_3PLUS_MONTHS,5.0,0,3,9,21,fn,knife,survival knife,covert,unusual,0,1
2941,★ Survival Knife | Case Hardened (Field-Tested),eb4b4b,8650ac,253.0,252.85,1,LOW_SALES_MONTH,19.0,4,18,85,316,ft,knife,survival knife,covert,unusual,0,1
2942,★ Survival Knife | Case Hardened (Minimal Wear),eb4b4b,8650ac,287.56,267.83,1,LOW_SALES_3PLUS_MONTHS,17.0,2,18,51,211,mw,knife,survival knife,covert,unusual,0,1
2943,★ Survival Knife | Case Hardened (Well-Worn),eb4b4b,8650ac,217.84,205.67,1,LOW_SALES_MONTH,20.0,5,10,47,236,ww,knife,survival knife,covert,unusual,0,1
2944,★ Survival Knife | Crimson Web (Battle-Scarred),eb4b4b,,249.13,212.02,1,LOW_SALES_3PLUS_MONTHS,5.0,0,3,26,113,bs,knife,survival knife,covert,unusual,0,1
2945,★ Survival Knife | Crimson Web (Factory New),eb4b4b,8650ac,955.03,1977.93,1,LOW_SALES_3PLUS_MONTHS,,0,0,0,1,fn,knife,survival knife,covert,unusual,0,1
2946,★ Survival Knife | Crimson Web (Field-Tested),eb4b4b,8650ac,267.67,248.14,1,LOW_SALES_MONTH,22.0,4,21,98,314,ft,knife,survival knife,covert,unusual,0,1
2947,★ Survival Knife | Crimson Web (Minimal Wear),eb4b4b,8650ac,419.75,383.0,1,LOW_SALES_3PLUS_MONTHS,9.0,1,5,12,56,mw,knife,survival knife,covert,unusual,0,1
2948,★ Survival Knife | Crimson Web (Well-Worn),eb4b4b,8650ac,321.63,222.32,1,LOW_SALES_3PLUS_MONTHS,4.0,2,4,12,56,ww,knife,survival knife,covert,unusual,0,1
2949,★ Survival Knife | Fade (Factory New),eb4b4b,8650ac,719.22,594.98,1,LOW_SALES_MONTH,13.0,1,14,83,269,fn,knife,survival knife,covert,unusual,0,1
2950,★ Survival Knife | Fade (Minimal Wear),eb4b4b,8650ac,551.36,580.0,1,LOW_SALES_3PLUS_MONTHS,5.0,0,2,6,12,mw,knife,survival knife,covert,unusual,0,1
2951,★ Survival Knife | Forest DDPAT (Battle-Scarred),eb4b4b,8650ac,115.0,109.8,1,LOW_SALES_3PLUS_MONTHS,6.0,0,8,44,191,bs,knife,survival knife,covert,unusual,0,1
2952,★ Survival Knife | Forest DDPAT (Factory New),eb4b4b,8650ac,240.0,303.77,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,1,5,fn,knife,survival knife,covert,unusual,0,1
2953,★ Survival Knife | Forest DDPAT (Field-Tested),eb4b4b,,122.17,117.85,1,LOW_SALES_WEEK,12.0,8,36,191,716,ft,knife,survival knife,covert,unusual,0,1
2954,★ Survival Knife | Forest DDPAT (Minimal Wear),eb4b4b,,134.36,130.71,1,LOW_SALES_MONTH,8.0,1,9,57,184,mw,knife,survival knife,covert,unusual,0,1
2955,★ Survival Knife | Forest DDPAT (Well-Worn),eb4b4b,8650ac,121.22,104.79,1,LOW_SALES_3PLUS_MONTHS,6.0,1,4,20,134,ww,knife,survival knife,covert,unusual,0,1
2956,★ Survival Knife | Night Stripe (Battle-Scarred),eb4b4b,,128.68,127.73,1,LOW_SALES_3PLUS_MONTHS,7.0,1,11,36,179,bs,knife,survival knife,covert,unusual,0,1
2957,★ Survival Knife | Night Stripe (Factory New),,8650ac,430.0,374.59,1,LOW_SALES_3PLUS_MONTHS,2.0,1,1,1,6,fn,,,,,0,1
2958,★ Survival Knife | Night Stripe (Field-Tested),eb4b4b,8650ac,139.47,131.42,1,LOW_SALES_WEEK,22.0,14,41,174,599,ft,knife,survival knife,covert,unusual,0,1
2959,★ Survival Knife | Night Stripe (Minimal Wear),eb4b4b,8650ac,155.87,143.59,1,LOW_SALES_MONTH,15.0,3,11,47,164,mw,knife,survival knife,covert,unusual,0,1
2960,★ Survival Knife | Night Stripe (Well-Worn),eb4b4b,8650ac,140.48,136.16,1,LOW_SALES_3PLUS_MONTHS,6.0,0,4,23,105,ww,knife,survival knife,covert,unusual,0,1
2961,★ Survival Knife | Safari Mesh (Battle-Scarred),eb4b4b,8650ac,111.0,113.9,1,LOW_SALES_MONTH,10.0,0,13,57,172,bs,knife,survival knife,covert,unusual,0,1
2962,★ Survival Knife | Safari Mesh (Factory New),eb4b4b,8650ac,432.44,291.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0,1,1,5,fn,knife,survival knife,covert,unusual,0,1
2963,★ Survival Knife | Safari Mesh (Field-Tested),eb4b4b,,113.52,104.62,1,LOW_SALES_WEEK,19.0,6,35,216,709,ft,knife,survival knife,covert,unusual,0,1
2964,★ Survival Knife | Safari Mesh (Minimal Wear),eb4b4b,8650ac,126.47,105.43,1,LOW_SALES_3PLUS_MONTHS,10.0,1,7,43,187,mw,knife,survival knife,covert,unusual,0,1
2965,★ Survival Knife | Safari Mesh (Well-Worn),eb4b4b,8650ac,124.29,108.25,1,LOW_SALES_3PLUS_MONTHS,6.0,0,4,26,127,ww,knife,survival knife,covert,unusual,0,1
2966,★ Survival Knife | Scorched (Battle-Scarred),eb4b4b,8650ac,113.62,113.59,1,LOW_SALES_MONTH,13.0,0,6,68,232,bs,knife,survival knife,covert,unusual,0,1
2967,★ Survival Knife | Scorched (Factory New),eb4b4b,8650ac,185.34,266.24,1,LOW_SALES_3PLUS_MONTHS,,0,0,1,5,fn,knife,survival knife,covert,unusual,0,1
2968,★ Survival Knife | Scorched (Field-Tested),eb4b4b,,117.0,116.76,1,LOW_SALES_WEEK,23.0,7,39,187,755,ft,knife,survival knife,covert,unusual,0,1
2969,★ Survival Knife | Scorched (Minimal Wear),eb4b4b,8650ac,138.38,115.0,1,LOW_SALES_MONTH,13.0,0,9,56,182,mw,knife,survival knife,covert,unusual,0,1
