,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
0,'Blueberries' Buckshot | NSWC SEAL,8847ff,d2d2d2,10.49,10.77,0,,155.0,59,512,2841,12144,,agent,'blueberries' buckshot,exceptional,normal,0,0
1,'Medium Rare' Crasswater | Guerrilla Warfare,eb4b4b,d2d2d2,16.9,16.91,0,,153.0,87,435,2357,8654,,agent,'medium rare' crasswater,master,normal,0,0
2,'The Doctor' Romanov | Sabre,eb4b4b,d2d2d2,7.27,7.11,0,,567.0,227,1556,9216,36857,,agent,'the doctor' romanov,master,normal,0,0
3,'Two Times' McCoy | TACP Cavalry,d32ce6,d2d2d2,4.3,4.37,0,,435.0,251,1553,7504,31540,,agent,'two times' mccoy,superior,normal,0,0
4,'Two Times' McCoy | USAF TACP,d32ce6,d2d2d2,3.96,3.96,0,,679.0,552,2600,10873,45491,,agent,'two times' mccoy,superior,normal,0,0
5,★ Bayonet,eb4b4b,8650ac,817.62,743.05,1,LOW_SALES_3PLUS_MONTHS,10.0,3,9,35,81,,knife,bayonet,covert,unusual,0,1
6,★ Bayonet | Autotronic (Battle-Scarred),eb4b4b,8650ac,543.76,469.45,1,LOW_SALES_3PLUS_MONTHS,6.0,2,10,20,77,bs,knife,bayonet,covert,unusual,0,1
7,★ Bayonet | Autotronic (Factory New),eb4b4b,8650ac,1102.48,1134.62,1,LOW_SALES_3PLUS_MONTHS,,0,0,2,11,fn,knife,bayonet,covert,unusual,0,1
8,★ Bayonet | Autotronic (Field-Tested),eb4b4b,8650ac,668.73,602.53,1,LOW_SALES_3PLUS_MONTHS,9.0,2,12,53,163,ft,knife,bayonet,covert,unusual,0,1
9,★ Bayonet | Autotronic (Minimal Wear),eb4b4b,8650ac,750.0,775.0,1,LOW_SALES_3PLUS_MONTHS,4.0,2,6,14,42,mw,knife,bayonet,covert,unusual,0,1
10,★ Bayonet | Autotronic (Well-Worn),eb4b4b,8650ac,704.06,535.47,1,LOW_SALES_3PLUS_MONTHS,2.0,0,0,5,16,ww,knife,bayonet,covert,unusual,0,1
11,★ Bayonet | Black Laminate (Battle-Scarred),eb4b4b,8650ac,409.68,339.48,1,LOW_SALES_3PLUS_MONTHS,7.0,0,4,26,78,bs,knife,bayonet,covert,unusual,0,1
12,★ Bayonet | Black Laminate (Factory New),eb4b4b,8650ac,787.0,555.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,2,4,fn,knife,bayonet,covert,unusual,0,1
13,★ Bayonet | Black Laminate (Field-Tested),eb4b4b,8650ac,394.59,370.49,1,LOW_SALES_3PLUS_MONTHS,11.0,3,4,36,159,ft,knife,bayonet,covert,unusual,0,1
14,★ Bayonet | Black Laminate (Minimal Wear),eb4b4b,8650ac,412.18,388.58,1,LOW_SALES_3PLUS_MONTHS,8.0,1,6,32,125,mw,knife,bayonet,covert,unusual,0,1
15,★ Bayonet | Black Laminate (Well-Worn),eb4b4b,8650ac,373.55,346.39,1,LOW_SALES_3PLUS_MONTHS,3.0,1,8,31,128,ww,knife,bayonet,covert,unusual,0,1
16,★ Bayonet | Blue Steel (Battle-Scarred),eb4b4b,8650ac,378.39,350.0,1,LOW_SALES_3PLUS_MONTHS,7.0,0,1,13,71,bs,knife,bayonet,covert,unusual,0,1
17,★ Bayonet | Blue Steel (Factory New),eb4b4b,8650ac,780.0,622.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,0,5,fn,knife,bayonet,covert,unusual,0,1
18,★ Bayonet | Blue Steel (Field-Tested),eb4b4b,8650ac,426.71,400.78,1,LOW_SALES_3PLUS_MONTHS,9.0,1,3,17,105,ft,knife,bayonet,covert,unusual,0,1
19,★ Bayonet | Blue Steel (Minimal Wear),eb4b4b,8650ac,448.5,475.0,1,LOW_SALES_3PLUS_MONTHS,8.0,0,3,16,88,mw,knife,bayonet,covert,unusual,0,1
20,★ Bayonet | Blue Steel (Well-Worn),eb4b4b,8650ac,398.84,358.32,1,LOW_SALES_3PLUS_MONTHS,7.0,0,5,21,109,ww,knife,bayonet,covert,unusual,0,1
21,★ Bayonet | Boreal Forest (Battle-Scarred),eb4b4b,8650ac,283.85,235.7,1,LOW_SALES_3PLUS_MONTHS,2.0,0,1,8,28,bs,knife,bayonet,covert,unusual,0,1
22,★ Bayonet | Boreal Forest (Factory New),eb4b4b,8650ac,999.99,500.01,1,NO_SALES_3PLUS_MONTHS,1.0,0,0,0,0,fn,knife,bayonet,covert,unusual,0,1
23,★ Bayonet | Boreal Forest (Field-Tested),eb4b4b,8650ac,279.79,233.93,1,LOW_SALES_3PLUS_MONTHS,6.0,1,3,28,151,ft,knife,bayonet,covert,unusual,0,1
24,★ Bayonet | Boreal Forest (Minimal Wear),eb4b4b,8650ac,335.0,270.01,1,LOW_SALES_3PLUS_MONTHS,4.0,2,2,11,58,mw,knife,bayonet,covert,unusual,0,1
25,★ Bayonet | Boreal Forest (Well-Worn),eb4b4b,8650ac,247.88,240.42,1,LOW_SALES_3PLUS_MONTHS,3.0,0,1,8,38,ww,knife,bayonet,covert,unusual,0,1
26,★ Bayonet | Bright Water (Battle-Scarred),eb4b4b,8650ac,269.13,265.13,1,LOW_SALES_3PLUS_MONTHS,,0,1,2,11,bs,knife,bayonet,covert,unusual,0,1
27,★ Bayonet | Bright Water (Factory New),eb4b4b,8650ac,565.24,429.29,1,LOW_SALES_3PLUS_MONTHS,8.0,0,4,16,81,fn,knife,bayonet,covert,unusual,0,1
28,★ Bayonet | Bright Water (Field-Tested),eb4b4b,8650ac,337.27,350.03,1,LOW_SALES_MONTH,10.0,0,11,52,196,ft,knife,bayonet,covert,unusual,0,1
29,★ Bayonet | Bright Water (Minimal Wear),eb4b4b,8650ac,389.12,399.56,1,LOW_SALES_3PLUS_MONTHS,3.0,0,6,29,111,mw,knife,bayonet,covert,unusual,0,1
30,★ Bayonet | Bright Water (Well-Worn),eb4b4b,8650ac,355.86,279.84,1,LOW_SALES_3PLUS_MONTHS,5.0,0,1,3,20,ww,knife,bayonet,covert,unusual,0,1
31,★ Bayonet | Case Hardened (Battle-Scarred),eb4b4b,8650ac,435.12,484.14,1,LOW_SALES_3PLUS_MONTHS,7.0,0,2,11,55,bs,knife,bayonet,covert,unusual,0,1
32,★ Bayonet | Case Hardened (Factory New),eb4b4b,8650ac,901.99,900.31,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,2,3,fn,knife,bayonet,covert,unusual,0,1
33,★ Bayonet | Case Hardened (Field-Tested),eb4b4b,8650ac,586.42,559.38,1,LOW_SALES_3PLUS_MONTHS,10.0,2,6,21,75,ft,knife,bayonet,covert,unusual,0,1
34,★ Bayonet | Case Hardened (Minimal Wear),eb4b4b,8650ac,686.0,609.5,1,LOW_SALES_3PLUS_MONTHS,5.0,0,6,14,65,mw,knife,bayonet,covert,unusual,0,1
35,★ Bayonet | Case Hardened (Well-Worn),eb4b4b,8650ac,454.06,460.05,1,LOW_SALES_3PLUS_MONTHS,8.0,1,2,14,79,ww,knife,bayonet,covert,unusual,0,1
36,★ Bayonet | Crimson Web (Battle-Scarred),eb4b4b,8650ac,429.18,336.06,1,LOW_SALES_3PLUS_MONTHS,7.0,0,2,7,40,bs,knife,bayonet,covert,unusual,0,1
37,★ Bayonet | Crimson Web (Factory New),eb4b4b,8650ac,2026.41,1798.33,1,NO_SALES_3PLUS_MONTHS,,0,0,0,0,fn,knife,bayonet,covert,unusual,0,1
38,★ Bayonet | Crimson Web (Field-Tested),eb4b4b,8650ac,397.21,447.35,1,LOW_SALES_3PLUS_MONTHS,13.0,1,8,42,165,ft,knife,bayonet,covert,unusual,0,1
39,★ Bayonet | Crimson Web (Minimal Wear),eb4b4b,8650ac,733.25,645.93,1,LOW_SALES_3PLUS_MONTHS,3.0,0,2,12,39,mw,knife,bayonet,covert,unusual,0,1
40,★ Bayonet | Crimson Web (Well-Worn),eb4b4b,8650ac,413.96,375.54,1,LOW_SALES_3PLUS_MONTHS,4.0,0,0,3,21,ww,knife,bayonet,covert,unusual,0,1
41,★ Bayonet | Damascus Steel (Battle-Scarred),eb4b4b,8650ac,423.71,294.77,1,LOW_SALES_3PLUS_MONTHS,3.0,0,1,3,14,bs,knife,bayonet,covert,unusual,0,1
42,★ Bayonet | Damascus Steel (Factory New),eb4b4b,8650ac,481.36,424.0,1,LOW_SALES_3PLUS_MONTHS,13.0,0,4,19,77,fn,knife,bayonet,covert,unusual,0,1
43,★ Bayonet | Damascus Steel (Field-Tested),eb4b4b,8650ac,408.31,357.33,1,LOW_SALES_3PLUS_MONTHS,6.0,2,8,48,191,ft,knife,bayonet,covert,unusual,0,1
44,★ Bayonet | Damascus Steel (Minimal Wear),eb4b4b,8650ac,449.88,416.23,1,LOW_SALES_3PLUS_MONTHS,5.0,0,9,27,105,mw,knife,bayonet,covert,unusual,0,1
45,★ Bayonet | Damascus Steel (Well-Worn),eb4b4b,8650ac,453.93,384.71,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,2,14,ww,knife,bayonet,covert,unusual,0,1
46,★ Bayonet | Doppler (Factory New),eb4b4b,,891.88,891.94,1,LOW_SALES_WEEK,47.0,5,50,240,989,fn,knife,bayonet,covert,unusual,0,1
47,★ Bayonet | Doppler (Minimal Wear),eb4b4b,8650ac,920.0,909.95,1,LOW_SALES_3PLUS_MONTHS,7.0,1,3,7,41,mw,knife,bayonet,covert,unusual,0,1
48,★ Bayonet | Fade (Factory New),eb4b4b,8650ac,1313.12,1194.93,1,LOW_SALES_3PLUS_MONTHS,7.0,0,6,38,92,fn,knife,bayonet,covert,unusual,0,1
49,★ Bayonet | Fade (Minimal Wear),eb4b4b,8650ac,1651.88,1091.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,0,1,mw,knife,bayonet,covert,unusual,0,1
50,★ Bayonet | Forest DDPAT (Battle-Scarred),eb4b4b,8650ac,279.04,236.22,1,LOW_SALES_3PLUS_MONTHS,6.0,2,2,9,37,bs,knife,bayonet,covert,unusual,0,1
51,★ Bayonet | Forest DDPAT (Factory New),,8650ac,305.05,345.0,1,LOW_SALES_3PLUS_MONTHS,,0,0,1,3,fn,,,,,0,1
52,★ Bayonet | Forest DDPAT (Field-Tested),eb4b4b,8650ac,246.99,227.41,1,LOW_SALES_3PLUS_MONTHS,10.0,1,12,55,202,ft,knife,bayonet,covert,unusual,0,1
53,★ Bayonet | Forest DDPAT (Minimal Wear),eb4b4b,8650ac,337.77,278.99,1,LOW_SALES_3PLUS_MONTHS,5.0,2,5,19,92,mw,knife,bayonet,covert,unusual,0,1
54,★ Bayonet | Forest DDPAT (Well-Worn),eb4b4b,8650ac,339.45,219.33,1,LOW_SALES_3PLUS_MONTHS,2.0,0,2,6,16,ww,knife,bayonet,covert,unusual,0,1
55,★ Bayonet | Freehand (Battle-Scarred),eb4b4b,8650ac,437.0,379.12,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,0,7,bs,knife,bayonet,covert,unusual,0,1
56,★ Bayonet | Freehand (Factory New),eb4b4b,8650ac,559.99,475.47,1,LOW_SALES_3PLUS_MONTHS,4.0,1,10,34,105,fn,knife,bayonet,covert,unusual,0,1
57,★ Bayonet | Freehand (Field-Tested),eb4b4b,8650ac,383.76,383.76,1,LOW_SALES_MONTH,6.0,2,15,55,260,ft,knife,bayonet,covert,unusual,0,1
58,★ Bayonet | Freehand (Minimal Wear),eb4b4b,8650ac,450.0,425.44,1,LOW_SALES_3PLUS_MONTHS,8.0,2,6,24,134,mw,knife,bayonet,covert,unusual,0,1
59,★ Bayonet | Freehand (Well-Worn),eb4b4b,8650ac,383.0,415.0,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,3,18,ww,knife,bayonet,covert,unusual,0,1
60,★ Bayonet | Gamma Doppler (Factory New),eb4b4b,8650ac,1241.88,1125.24,1,LOW_SALES_MONTH,14.0,1,7,62,233,fn,knife,bayonet,covert,unusual,0,1
61,★ Bayonet | Gamma Doppler (Minimal Wear),eb4b4b,8650ac,1051.83,869.01,1,LOW_SALES_3PLUS_MONTHS,,0,0,3,9,mw,knife,bayonet,covert,unusual,0,1
62,★ Bayonet | Lore (Battle-Scarred),eb4b4b,8650ac,488.52,407.88,1,LOW_SALES_3PLUS_MONTHS,4.0,0,5,13,59,bs,knife,bayonet,covert,unusual,0,1
63,★ Bayonet | Lore (Factory New),eb4b4b,8650ac,1738.0,1520.08,1,LOW_SALES_3PLUS_MONTHS,1.0,0,1,7,22,fn,knife,bayonet,covert,unusual,0,1
64,★ Bayonet | Lore (Field-Tested),eb4b4b,8650ac,669.48,596.69,1,LOW_SALES_3PLUS_MONTHS,11.0,1,12,37,132,ft,knife,bayonet,covert,unusual,0,1
65,★ Bayonet | Lore (Minimal Wear),eb4b4b,8650ac,949.0,1031.48,1,LOW_SALES_3PLUS_MONTHS,5.0,0,1,16,63,mw,knife,bayonet,covert,unusual,0,1
66,★ Bayonet | Lore (Well-Worn),eb4b4b,8650ac,699.66,548.66,1,LOW_SALES_3PLUS_MONTHS,1.0,0,1,3,10,ww,knife,bayonet,covert,unusual,0,1
67,★ Bayonet | Marble Fade (Factory New),eb4b4b,8650ac,958.92,1000.0,1,LOW_SALES_MONTH,14.0,1,10,53,179,fn,knife,bayonet,covert,unusual,0,1
68,★ Bayonet | Marble Fade (Minimal Wear),eb4b4b,8650ac,840.9,704.95,1,LOW_SALES_3PLUS_MONTHS,2.0,0,0,2,5,mw,knife,bayonet,covert,unusual,0,1
69,★ Bayonet | Night (Battle-Scarred),eb4b4b,8650ac,293.25,280.25,1,LOW_SALES_3PLUS_MONTHS,5.0,1,2,7,33,bs,knife,bayonet,covert,unusual,0,1
70,★ Bayonet | Night (Factory New),eb4b4b,8650ac,439.19,1501.44,1,NO_SALES_3PLUS_MONTHS,,0,0,0,0,fn,knife,bayonet,covert,unusual,0,1
71,★ Bayonet | Night (Field-Tested),eb4b4b,8650ac,276.0,264.56,1,LOW_SALES_MONTH,14.0,3,18,60,222,ft,knife,bayonet,covert,unusual,0,1
72,★ Bayonet | Night (Minimal Wear),eb4b4b,8650ac,509.99,376.01,1,LOW_SALES_3PLUS_MONTHS,6.0,0,1,17,104,mw,knife,bayonet,covert,unusual,0,1
73,★ Bayonet | Night (Well-Worn),eb4b4b,8650ac,275.68,251.81,1,LOW_SALES_3PLUS_MONTHS,1.0,1,1,3,23,ww,knife,bayonet,covert,unusual,0,1
74,★ Bayonet | Rust Coat (Battle-Scarred),eb4b4b,8650ac,309.55,303.1,1,LOW_SALES_WEEK,25.0,2,20,134,563,bs,knife,bayonet,covert,unusual,0,1
75,★ Bayonet | Rust Coat (Well-Worn),eb4b4b,8650ac,301.89,290.02,1,LOW_SALES_3PLUS_MONTHS,6.0,0,1,7,27,ww,knife,bayonet,covert,unusual,0,1
76,★ Bayonet | Safari Mesh (Battle-Scarred),eb4b4b,8650ac,242.62,240.0,1,LOW_SALES_3PLUS_MONTHS,7.0,2,3,11,47,bs,knife,bayonet,covert,unusual,0,1
77,★ Bayonet | Safari Mesh (Factory New),,8650ac,355.9,750.01,1,LOW_SALES_3PLUS_MONTHS,,0,0,0,0,fn,,,,,0,1
78,★ Bayonet | Safari Mesh (Field-Tested),eb4b4b,8650ac,245.0,240.4,1,LOW_SALES_MONTH,8.0,3,8,48,204,ft,knife,bayonet,covert,unusual,0,1
79,★ Bayonet | Safari Mesh (Minimal Wear),eb4b4b,8650ac,279.05,244.83,1,LOW_SALES_3PLUS_MONTHS,7.0,0,5,19,68,mw,knife,bayonet,covert,unusual,0,1
80,★ Bayonet | Safari Mesh (Well-Worn),eb4b4b,8650ac,281.11,219.1,1,LOW_SALES_3PLUS_MONTHS,5.0,1,3,5,22,ww,knife,bayonet,covert,unusual,0,1
81,★ Bayonet | Scorched (Battle-Scarred),eb4b4b,8650ac,286.73,230.01,1,LOW_SALES_3PLUS_MONTHS,6.0,1,1,5,50,bs,knife,bayonet,covert,unusual,0,1
82,★ Bayonet | Scorched (Factory New),,8650ac,346.43,380.92,1,NO_SALES_3PLUS_MONTHS,,0,0,1,1,fn,,,,,0,1
83,★ Bayonet | Scorched (Field-Tested),eb4b4b,8650ac,255.58,243.13,1,LOW_SALES_3PLUS_MONTHS,11.0,2,12,49,191,ft,knife,bayonet,covert,unusual,0,1
84,★ Bayonet | Scorched (Minimal Wear),eb4b4b,8650ac,368.28,263.16,1,LOW_SALES_3PLUS_MONTHS,8.0,1,3,19,69,mw,knife,bayonet,covert,unusual,0,1
85,★ Bayonet | Scorched (Well-Worn),eb4b4b,8650ac,303.0,250.7,1,LOW_SALES_3PLUS_MONTHS,4.0,0,1,3,25,ww,knife,bayonet,covert,unusual,0,1
86,★ Bayonet | Slaughter (Factory New),eb4b4b,8650ac,885.0,899.91,1,LOW_SALES_3PLUS_MONTHS,12.0,0,3,20,70,fn,knife,bayonet,covert,unusual,0,1
87,★ Bayonet | Slaughter (Field-Tested),eb4b4b,8650ac,686.17,491.04,1,LOW_SALES_3PLUS_MONTHS,4.0,0,1,11,34,ft,knife,bayonet,covert,unusual,0,1
88,★ Bayonet | Slaughter (Minimal Wear),eb4b4b,8650ac,650.0,610.0,1,LOW_SALES_3PLUS_MONTHS,10.0,0,4,25,98,mw,knife,bayonet,covert,unusual,0,1
89,★ Bayonet | Stained (Battle-Scarred),eb4b4b,8650ac,367.96,283.86,1,LOW_SALES_3PLUS_MONTHS,8.0,1,5,23,81,bs,knife,bayonet,covert,unusual,0,1
90,★ Bayonet | Stained (Factory New),eb4b4b,8650ac,1740.53,437.02,1,LOW_SALES_3PLUS_MONTHS,2.0,0,1,2,4,fn,knife,bayonet,covert,unusual,0,1
91,★ Bayonet | Stained (Field-Tested),eb4b4b,8650ac,367.58,287.5,1,LOW_SALES_3PLUS_MONTHS,9.0,1,12,33,101,ft,knife,bayonet,covert,unusual,0,1
92,★ Bayonet | Stained (Minimal Wear),eb4b4b,8650ac,430.04,366.86,1,LOW_SALES_3PLUS_MONTHS,8.0,0,3,12,37,mw,knife,bayonet,covert,unusual,0,1
93,★ Bayonet | Stained (Well-Worn),eb4b4b,8650ac,386.56,272.98,1,LOW_SALES_3PLUS_MONTHS,5.0,0,4,25,88,ww,knife,bayonet,covert,unusual,0,1
94,★ Bayonet | Tiger Tooth (Factory New),eb4b4b,8650ac,750.0,745.0,1,LOW_SALES_MONTH,19.0,0,7,67,260,fn,knife,bayonet,covert,unusual,0,1
95,★ Bayonet | Tiger Tooth (Minimal Wear),eb4b4b,8650ac,844.16,668.21,1,LOW_SALES_3PLUS_MONTHS,2.0,0,1,2,8,mw,knife,bayonet,covert,unusual,0,1
96,★ Bayonet | Ultraviolet (Battle-Scarred),eb4b4b,8650ac,283.25,260.68,1,LOW_SALES_3PLUS_MONTHS,4.0,0,2,15,62,bs,knife,bayonet,covert,unusual,0,1
97,★ Bayonet | Ultraviolet (Field-Tested),eb4b4b,8650ac,284.13,284.0,1,LOW_SALES_MONTH,15.0,3,15,54,252,ft,knife,bayonet,covert,unusual,0,1
98,★ Bayonet | Ultraviolet (Minimal Wear),eb4b4b,8650ac,448.5,384.07,1,LOW_SALES_3PLUS_MONTHS,9.0,1,6,27,113,mw,knife,bayonet,covert,unusual,0,1
99,★ Bayonet | Ultraviolet (Well-Worn),eb4b4b,8650ac,316.25,240.0,1,LOW_SALES_3PLUS_MONTHS,4.0,0,2,7,35,ww,knife,bayonet,covert,unusual,0,1
100,★ Bayonet | Urban Masked (Battle-Scarred),eb4b4b,8650ac,312.27,284.95,1,LOW_SALES_3PLUS_MONTHS,4.0,0,0,2,27,bs,knife,bayonet,covert,unusual,0,1
101,★ Bayonet | Urban Masked (Factory New),,8650ac,684.66,365.64,1,NO_SALES_3PLUS_MONTHS,1.0,0,0,0,0,fn,,,,,0,1
102,★ Bayonet | Urban Masked (Field-Tested),eb4b4b,8650ac,246.35,205.3,1,LOW_SALES_MONTH,10.0,1,7,49,210,ft,knife,bayonet,covert,unusual,0,1
103,★ Bayonet | Urban Masked (Minimal Wear),eb4b4b,8650ac,378.39,315.33,1,LOW_SALES_3PLUS_MONTHS,3.0,0,5,17,53,mw,knife,bayonet,covert,unusual,0,1
104,★ Bayonet | Urban Masked (Well-Worn),eb4b4b,8650ac,259.99,274.67,1,LOW_SALES_3PLUS_MONTHS,3.0,0,1,8,21,ww,knife,bayonet,covert,unusual,0,1
105,★ Bloodhound Gloves | Bronzed (Battle-Scarred),eb4b4b,8650ac,99.27,81.25,1,LOW_SALES_MONTH,6.0,0,14,57,205,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
106,★ Bloodhound Gloves | Bronzed (Factory New),eb4b4b,8650ac,1275.67,572.29,1,NO_SALES_3PLUS_MONTHS,1.0,0,0,0,0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
107,★ Bloodhound Gloves | Bronzed (Field-Tested),eb4b4b,8650ac,91.67,86.51,1,LOW_SALES_WEEK,14.0,6,35,158,602,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
108,★ Bloodhound Gloves | Bronzed (Minimal Wear),eb4b4b,8650ac,200.53,155.99,1,LOW_SALES_3PLUS_MONTHS,6.0,1,5,23,128,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
109,★ Bloodhound Gloves | Bronzed (Well-Worn),eb4b4b,8650ac,83.87,81.09,1,LOW_SALES_3PLUS_MONTHS,11.0,0,2,33,123,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
110,★ Bloodhound Gloves | Charred (Battle-Scarred),eb4b4b,8650ac,140.78,109.47,1,LOW_SALES_3PLUS_MONTHS,8.0,0,5,37,167,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
111,★ Bloodhound Gloves | Charred (Field-Tested),eb4b4b,8650ac,143.71,128.36,1,LOW_SALES_WEEK,16.0,7,33,138,481,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
112,★ Bloodhound Gloves | Charred (Minimal Wear),eb4b4b,8650ac,383.99,319.01,1,LOW_SALES_3PLUS_MONTHS,6.0,0,5,16,66,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
113,★ Bloodhound Gloves | Charred (Well-Worn),eb4b4b,8650ac,111.89,117.97,1,LOW_SALES_3PLUS_MONTHS,5.0,2,7,25,97,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
114,★ Bloodhound Gloves | Guerrilla (Battle-Scarred),eb4b4b,8650ac,79.72,78.63,1,LOW_SALES_MONTH,11.0,8,17,64,268,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
115,★ Bloodhound Gloves | Guerrilla (Factory New),eb4b4b,8650ac,728.29,729.24,1,LOW_SALES_3PLUS_MONTHS,1.0,0,0,0,3,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
116,★ Bloodhound Gloves | Guerrilla (Field-Tested),eb4b4b,8650ac,85.58,91.0,1,LOW_SALES_WEEK,18.0,4,36,163,528,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
117,★ Bloodhound Gloves | Guerrilla (Minimal Wear),eb4b4b,8650ac,140.7,141.66,1,LOW_SALES_3PLUS_MONTHS,12.0,0,9,27,121,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
118,★ Bloodhound Gloves | Guerrilla (Well-Worn),eb4b4b,8650ac,90.85,78.57,1,LOW_SALES_3PLUS_MONTHS,14.0,0,1,22,80,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
119,★ Bloodhound Gloves | Snakebite (Battle-Scarred),eb4b4b,8650ac,85.95,81.64,1,LOW_SALES_MONTH,8.0,0,7,39,166,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
120,★ Bloodhound Gloves | Snakebite (Factory New),,8650ac,1004.96,727.82,1,NO_SALES_3PLUS_MONTHS,1.0,0,0,1,2,fn,,,,,0,1
121,★ Bloodhound Gloves | Snakebite (Field-Tested),eb4b4b,8650ac,87.02,87.03,1,LOW_SALES_WEEK,18.0,5,21,134,508,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
122,★ Bloodhound Gloves | Snakebite (Minimal Wear),eb4b4b,8650ac,196.43,162.56,1,LOW_SALES_3PLUS_MONTHS,11.0,2,6,23,103,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
123,★ Bloodhound Gloves | Snakebite (Well-Worn),eb4b4b,8650ac,97.75,97.09,1,LOW_SALES_3PLUS_MONTHS,9.0,0,3,28,97,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
124,★ Bowie Knife,eb4b4b,8650ac,217.94,222.07,1,LOW_SALES_MONTH,24.0,2,22,90,359,,knife,bowie knife,covert,unusual,0,1
125,★ Bowie Knife | Autotronic (Battle-Scarred),eb4b4b,8650ac,222.06,212.17,1,LOW_SALES_MONTH,9.0,2,11,61,277,bs,knife,bowie knife,covert,unusual,0,1
126,★ Bowie Knife | Autotronic (Factory New),eb4b4b,8650ac,460.0,449.24,1,LOW_SALES_3PLUS_MONTHS,8.0,1,2,7,34,fn,knife,bowie knife,covert,unusual,0,1
127,★ Bowie Knife | Autotronic (Field-Tested),eb4b4b,8650ac,241.3,216.0,1,LOW_SALES_WEEK,21.0,8,40,186,853,ft,knife,bowie knife,covert,unusual,0,1
128,★ Bowie Knife | Autotronic (Minimal Wear),eb4b4b,8650ac,287.5,270.01,1,LOW_SALES_MONTH,13.0,3,14,72,379,mw,knife,bowie knife,covert,unusual,0,1
129,★ Bowie Knife | Autotronic (Well-Worn),eb4b4b,8650ac,293.98,296.79,1,LOW_SALES_3PLUS_MONTHS,2.0,1,2,13,55,ww,knife,bowie knife,covert,unusual,0,1
130,★ Bowie Knife | Black Laminate (Battle-Scarred),eb4b4b,8650ac,172.98,169.99,1,LOW_SALES_MONTH,9.0,1,16,59,305,bs,knife,bowie knife,covert,unusual,0,1
131,★ Bowie Knife | Black Laminate (Factory New),eb4b4b,8650ac,254.87,189.24,1,LOW_SALES_3PLUS_MONTHS,10.0,1,5,8,61,fn,knife,bowie knife,covert,unusual,0,1
132,★ Bowie Knife | Black Laminate (Field-Tested),eb4b4b,8650ac,177.24,164.32,1,LOW_SALES_WEEK,12.0,3,29,149,637,ft,knife,bowie knife,covert,unusual,0,1
133,★ Bowie Knife | Black Laminate (Minimal Wear),eb4b4b,8650ac,183.79,164.19,1,LOW_SALES_MONTH,15.0,4,20,110,418,mw,knife,bowie knife,covert,unusual,0,1
134,★ Bowie Knife | Black Laminate (Well-Worn),eb4b4b,8650ac,175.04,161.01,1,LOW_SALES_WEEK,25.0,5,20,131,525,ww,knife,bowie knife,covert,unusual,0,1
135,★ Bowie Knife | Blue Steel (Battle-Scarred),eb4b4b,8650ac,206.96,187.29,1,LOW_SALES_3PLUS_MONTHS,3.0,0,2,10,82,bs,knife,bowie knife,covert,unusual,0,1
136,★ Bowie Knife | Blue Steel (Factory New),eb4b4b,8650ac,363.94,305.87,1,LOW_SALES_3PLUS_MONTHS,3.0,0,0,1,13,fn,knife,bowie knife,covert,unusual,0,1
137,★ Bowie Knife | Blue Steel (Field-Tested),eb4b4b,8650ac,181.35,199.99,1,LOW_SALES_3PLUS_MONTHS,8.0,1,7,35,176,ft,knife,bowie knife,covert,unusual,0,1
138,★ Bowie Knife | Blue Steel (Minimal Wear),eb4b4b,8650ac,216.23,233.01,1,LOW_SALES_3PLUS_MONTHS,4.0,1,6,32,136,mw,knife,bowie knife,covert,unusual,0,1
139,★ Bowie Knife | Blue Steel (Well-Worn),eb4b4b,8650ac,186.36,187.84,1,LOW_SALES_3PLUS_MONTHS,11.0,1,6,34,155,ww,knife,bowie knife,covert,unusual,0,1
