,Chroma 2 Case,Chroma 3 Case,Chroma Case,Clutch Case,CS20 Case,CS:GO Weapon Case,CS:GO Weapon Case 2,CS:GO Weapon Case 3,Danger Zone Case,Dreams & Nightmares Case,Falchion Case,Fracture Case,Gamma 2 Case,Gamma Case,Glove Case,Horizon Case,Huntsman Weapon Case,Operation Bravo Case,Operation Breakout Weapon Case,Operation Broken Fang Case,Operation Hydra Case,Operation Phoenix Weapon Case,Operation Riptide Case,Operation Vanguard Weapon Case,Operation Wildfire Case,Prisma 2 Case,Prisma Case,Recoil Case,Revolution Case,Revolver Case,Shadow Case,Shattered Web Case,Snakebite Case,Spectrum 2 Case,Spectrum Case,Winter Offensive Weapon Case
2017-09-09,0.03,0.03,0.056,,,7.508,0.671,0.115,,,0.03,,0.03,0.03,0.03,,0.871,11.558,0.03,,0.368,0.045,,0.093,0.03,,,,,0.03,0.03,,,,0.221,1.116
2017-09-10,0.03,0.03,0.056,,,7.215,0.688,0.124,,,0.035,,0.03,0.03,0.03,,0.893,11.444,0.03,,0.367,0.049,,0.092,0.03,,,,,0.03,0.03,,,,0.22,1.116
2017-09-11,0.03,0.03,0.055,,,7.148,0.664,0.121,,,0.032,,0.03,0.03,0.03,,0.902,11.573,0.03,,0.381,0.045,,0.091,0.03,,,,,0.03,0.03,,,,0.222,1.083
2017-09-12,0.03,0.03,0.052,,,7.316,0.673,0.124,,,0.033,,0.03,0.03,0.03,,0.902,11.897,0.03,,0.408,0.05,,0.093,0.03,,,,,0.03,0.031,,,,0.223,1.107
2017-09-13,0.03,0.03,0.054,,,7.144,0.666,0.118,,,0.03,,0.03,0.03,0.03,,0.912,11.601,0.03,,0.323,0.047,,0.093,0.03,,,,,0.03,0.03,,,,0.213,1.131
2017-09-14,0.03,0.03,0.047,,,7.513,0.637,0.123,,,0.03,,0.03,0.03,0.03,,0.91,11.834,0.03,,0.315,0.043,,0.092,0.03,,,,,0.03,0.03,,,19.998,0.209,1.13
2017-09-15,0.03,0.03,0.051,,,6.907,0.634,0.128,,,0.03,,0.03,0.03,0.03,,0.893,11.196,0.03,,0.273,0.047,,0.088,0.03,,,,,0.03,0.03,,,6.39,0.18,1.113
2017-09-16,0.03,0.03,0.051,,,6.363,0.619,0.133,,,0.03,,0.03,0.03,0.03,,0.862,10.756,0.03,,0.215,0.046,,0.09,0.03,,,,,0.03,0.03,,,3.357,0.166,1.099
2017-09-17,0.03,0.03,0.052,,,6.11,0.626,0.133,,,0.03,,0.03,0.03,0.03,,0.871,10.154,0.03,,0.17,0.048,,0.086,0.03,,,,,0.03,0.03,,,2.423,0.13,1.05
2017-09-18,0.03,0.03,0.05,,,6.551,0.615,0.141,,,0.03,,0.03,0.03,0.03,,0.848,10.405,0.03,,0.189,0.046,,0.086,0.03,,,,,0.03,0.03,,,2.277,0.122,1.045
2017-09-19,0.03,0.03,0.053,,,6.244,0.619,0.142,,,0.03,,0.03,0.03,0.03,,0.841,11.328,0.03,,0.204,0.044,,0.093,0.03,,,,,0.03,0.03,,,2.077,0.124,1.058
2017-09-20,0.03,0.03,0.052,,,6.264,0.606,0.141,,,0.03,,0.03,0.03,0.03,,0.861,11.087,0.03,,0.184,0.045,,0.09,0.03,,,,,0.03,0.03,,,1.943,0.108,1.075
2017-09-21,0.03,0.03,0.051,,,6.876,0.608,0.159,,,0.03,,0.03,0.03,0.03,,0.858,10.8,0.03,,0.167,0.044,,0.086,0.03,,,,,0.03,0.03,,,1.726,0.094,1.05
2017-09-22,0.03,0.03,0.048,,,6.438,0.595,0.176,,,0.03,,0.03,0.03,0.03,,0.846,10.773,0.03,,0.145,0.041,,0.087,0.03,,,,,0.03,0.03,,,1.505,0.091,1.061
2017-09-23,0.03,0.03,0.048,,,6.204,0.593,0.159,,,0.03,,0.03,0.03,0.03,,0.849,9.987,0.03,,0.101,0.048,,0.088,0.03,,,,,0.03,0.03,,,1.198,0.075,1.032
2017-09-24,0.03,0.03,0.052,,,6.142,0.576,0.161,,,0.03,,0.03,0.03,0.03,,0.81,9.691,0.03,,0.1,0.048,,0.085,0.03,,,,,0.03,0.03,,,1.021,0.057,1.005
2017-09-25,0.03,0.03,0.049,,,6.051,0.538,0.155,,,0.03,,0.03,0.03,0.03,,0.831,10.225,0.03,,0.095,0.041,,0.085,0.03,,,,,0.03,0.03,,,1.143,0.053,0.994
2017-09-26,0.03,0.03,0.052,,,6.146,0.558,0.145,,,0.03,,0.03,0.03,0.03,,0.829,10.419,0.03,,0.094,0.047,,0.08,0.03,,,,,0.03,0.03,,,1.181,0.067,0.985
2017-09-27,0.03,0.03,0.051,,,6.223,0.541,0.141,,,0.03,,0.03,0.03,0.03,,0.814,10.167,0.03,,0.102,0.043,,0.073,0.03,,,,,0.03,0.03,,,1.103,0.067,0.978
2017-09-28,0.03,0.03,0.046,,,6.167,0.543,0.135,,,0.03,,0.03,0.03,0.03,,0.792,9.731,0.03,,0.111,0.042,,0.076,0.03,,,,,0.03,0.03,,,1.077,0.068,0.943
2017-09-29,0.03,0.03,0.05,,,6.36,0.534,0.124,,,0.03,,0.03,0.03,0.03,,0.816,10.18,0.03,,0.136,0.039,,0.074,0.03,,,,,0.03,0.03,,,1.101,0.071,0.982
2017-09-30,0.03,0.03,0.051,,,6.156,0.568,0.126,,,0.03,,0.03,0.03,0.03,,0.807,9.835,0.03,,0.124,0.039,,0.077,0.03,,,,,0.03,0.03,,,0.996,0.076,1.004
2017-10-01,0.03,0.03,0.048,,,5.973,0.51,0.122,,,0.03,,0.03,0.03,0.03,,0.821,10.008,0.03,,0.111,0.039,,0.076,0.03,,,,,0.03,0.03,,,0.853,0.063,0.975
2017-10-02,0.03,0.03,0.042,,,5.988,0.528,0.113,,,0.03,,0.03,0.03,0.03,,0.816,9.842,0.03,,0.115,0.038,,0.072,0.03,,,,,0.03,0.03,,,0.865,0.059,1.003
2017-10-03,0.03,0.03,0.043,,,6.087,0.52,0.119,,,0.03,,0.03,0.03,0.03,,0.817,9.706,0.03,,0.119,0.038,,0.07,0.03,,,,,0.03,0.03,,,0.868,0.06,0.922
2017-10-04,0.03,0.03,0.047,,,6.088,0.53,0.117,,,0.035,,0.03,0.03,0.03,,0.784,9.724,0.03,,0.109,0.038,,0.069,0.03,,,,,0.03,0.03,,,0.791,0.058,0.977
2017-10-05,0.03,0.03,0.054,,,6.104,0.556,0.127,,,0.03,,0.03,0.03,0.03,,0.769,9.563,0.03,,0.103,0.041,,0.076,0.03,,,,,0.03,0.03,,,0.784,0.058,1.01
2017-10-06,0.03,0.03,0.055,,,6.063,0.539,0.126,,,0.031,,0.03,0.03,0.03,,0.778,9.754,0.03,,0.106,0.04,,0.074,0.03,,,,,0.03,0.03,,,0.766,0.059,0.989
2017-10-07,0.03,0.03,0.053,,,6.211,0.488,0.119,,,0.036,,0.03,0.03,0.03,,0.771,9.72,0.03,,0.102,0.038,,0.075,0.03,,,,,0.03,0.03,,,0.726,0.055,0.976
2017-10-08,0.03,0.03,0.055,,,5.92,0.489,0.116,,,0.03,,0.03,0.03,0.03,,0.764,9.388,0.03,,0.09,0.042,,0.083,0.03,,,,,0.03,0.03,,,0.606,0.045,0.951
2017-10-09,0.03,0.03,0.054,,,6.021,0.511,0.124,,,0.031,,0.03,0.03,0.03,,0.75,9.247,0.03,,0.079,0.04,,0.082,0.03,,,,,0.03,0.03,,,0.536,0.041,0.954
2017-10-10,0.03,0.03,0.049,,,5.882,0.499,0.121,,,0.03,,0.03,0.03,0.03,,0.792,9.682,0.03,,0.08,0.042,,0.077,0.03,,,,,0.03,0.03,,,0.556,0.04,0.99
2017-10-11,0.03,0.03,0.051,,,6.116,0.5,0.119,,,0.03,,0.03,0.03,0.03,,0.796,9.461,0.03,,0.078,0.038,,0.075,0.03,,,,,0.03,0.03,,,0.604,0.03,0.983
2017-10-12,0.03,0.03,0.05,,,6.289,0.5,0.116,,,0.03,,0.03,0.03,0.03,,0.81,9.978,0.03,,0.085,0.036,,0.078,0.03,,,,,0.03,0.03,,,0.637,0.03,1.034
2017-10-13,0.03,0.03,0.058,,,6.794,0.499,0.119,,,0.03,,0.03,0.03,0.03,,0.808,10.181,0.03,,0.098,0.043,,0.078,0.03,,,,,0.03,0.03,,,0.623,0.033,1.047
2017-10-14,0.03,0.03,0.055,,,6.898,0.495,0.117,,,0.03,,0.03,0.03,0.03,,0.813,10.163,0.03,,0.096,0.045,,0.083,0.03,,,,,0.03,0.03,,,0.579,0.033,1.072
2017-10-15,0.03,0.03,0.051,,,6.721,0.48,0.12,,,0.03,,0.03,0.03,0.03,,0.801,9.705,0.03,,0.082,0.038,,0.084,0.03,,,,,0.03,0.03,,,0.504,0.031,1.088
2017-10-16,0.03,0.03,0.047,,,6.652,0.492,0.11,,,0.03,,0.03,0.03,0.03,,0.76,10.128,0.03,,0.086,0.036,,0.079,0.03,,,,,0.03,0.03,,,0.5,0.03,1.045
2017-10-17,0.03,0.03,0.047,,,6.67,0.49,0.121,,,0.03,,0.03,0.03,0.03,,0.762,10.064,0.03,,0.089,0.037,,0.078,0.03,,,,,0.03,0.03,,,0.516,0.03,1.059
2017-10-18,0.03,0.03,0.046,,,6.725,0.478,0.12,,,0.03,,0.03,0.03,0.03,,0.765,10.185,0.03,,0.086,0.039,,0.076,0.03,,,,,0.03,0.03,,,0.505,0.03,1.028
2017-10-19,0.03,0.03,0.054,,,6.99,0.494,0.119,,,0.03,,0.03,0.03,0.03,,0.766,10.138,0.03,,0.086,0.036,,0.078,0.03,,,,,0.03,0.03,,,0.503,0.03,1.054
2017-10-20,0.03,0.03,0.053,,,6.885,0.503,0.121,,,0.03,,0.03,0.03,0.03,,0.76,10.016,0.03,,0.091,0.037,,0.073,0.03,,,,,0.03,0.03,,,0.512,0.03,1.022
2017-10-21,0.03,0.03,0.05,,,6.296,0.482,0.118,,,0.03,,0.03,0.03,0.03,,0.771,10.111,0.03,,0.097,0.041,,0.076,0.03,,,,,0.03,0.03,,,0.48,0.03,1.023
2017-10-22,0.03,0.03,0.048,,,6.131,0.47,0.117,,,0.03,,0.03,0.03,0.03,,0.771,9.717,0.03,,0.095,0.038,,0.076,0.03,,,,,0.03,0.03,,,0.418,0.03,1.014
2017-10-23,0.03,0.03,0.05,,,6.064,0.446,0.116,,,0.03,,0.03,0.03,0.03,,0.771,9.669,0.03,,0.094,0.04,,0.076,0.03,,,,,0.03,0.03,,,0.406,0.03,1.031
2017-10-24,0.03,0.03,0.049,,,6.301,0.444,0.114,,,0.03,,0.03,0.03,0.03,,0.78,10.301,0.03,,0.095,0.035,,0.078,0.03,,,,,0.03,0.03,,,0.404,0.03,1.028
2017-10-25,0.03,0.03,0.045,,,6.662,0.463,0.119,,,0.03,,0.03,0.03,0.03,,0.777,9.89,0.03,,0.098,0.039,,0.076,0.03,,,,,0.03,0.03,,,0.404,0.03,1.054
2017-10-26,0.03,0.03,0.051,,,6.745,0.451,0.11,,,0.03,,0.03,0.03,0.03,,0.784,10.002,0.03,,0.118,0.044,,0.073,0.03,,,,,0.03,0.03,,,0.402,0.03,1.035
2017-10-27,0.03,0.03,0.048,,,6.699,0.443,0.11,,,0.03,,0.03,0.03,0.03,,0.778,9.74,0.03,,0.134,0.038,,0.071,0.03,,,,,0.03,0.03,,,0.403,0.03,1.046
2017-10-28,0.03,0.03,0.044,,,7.002,0.432,0.108,,,0.031,,0.03,0.03,0.03,,0.79,9.878,0.03,,0.127,0.04,,0.077,0.03,,,,,0.03,0.03,,,0.374,0.03,1.016
2017-10-29,0.03,0.03,0.044,,,6.578,0.45,0.103,,,0.03,,0.03,0.03,0.03,,0.79,9.478,0.03,,0.115,0.034,,0.071,0.03,,,,,0.03,0.03,,,0.33,0.03,0.998
2017-10-30,0.03,0.03,0.041,,,6.507,0.449,0.107,,,0.03,,0.03,0.03,0.03,,0.761,9.412,0.03,,0.123,0.035,,0.07,0.03,,,,,0.03,0.03,,,0.309,0.03,0.981
2017-10-31,0.03,0.03,0.045,,,6.424,0.473,0.096,,,0.03,,0.03,0.03,0.03,,0.75,9.778,0.03,,0.128,0.04,,0.088,0.03,,,,,0.03,0.03,,,0.347,0.03,0.993
2017-11-01,0.03,0.03,0.046,,,7.076,0.479,0.104,,,0.03,,0.03,0.03,0.03,,0.715,9.588,0.03,,0.126,0.037,,0.085,0.03,,,,,0.03,0.03,,,0.365,0.03,0.977
2017-11-02,0.03,0.03,0.05,,,6.981,0.477,0.11,,,0.03,,0.03,0.03,0.03,,0.759,9.581,0.03,,0.127,0.044,,0.092,0.03,,,,,0.03,0.03,,,0.37,0.03,0.988
2017-11-03,0.03,0.03,0.045,,,6.967,0.469,0.107,,,0.03,,0.03,0.03,0.03,,0.769,9.725,0.03,,0.129,0.043,,0.085,0.03,,,,,0.03,0.03,,,0.359,0.03,1.016
2017-11-04,0.03,0.03,0.045,,,6.852,0.456,0.113,,,0.03,,0.03,0.03,0.03,,0.764,9.394,0.03,,0.141,0.042,,0.08,0.03,,,,,0.03,0.03,,,0.332,0.03,1.001
2017-11-05,0.03,0.03,0.047,,,6.906,0.467,0.112,,,0.03,,0.03,0.03,0.03,,0.74,9.316,0.03,,0.162,0.041,,0.078,0.03,,,,,0.03,0.03,,,0.315,0.03,1.009
2017-11-06,0.03,0.03,0.044,,,6.79,0.439,0.108,,,0.03,,0.03,0.03,0.03,,0.742,9.204,0.03,,0.197,0.04,,0.083,0.03,,,,,0.03,0.03,,,0.308,0.03,1.009
2017-11-07,0.03,0.03,0.04,,,7.123,0.45,0.115,,,0.03,,0.03,0.03,0.03,,0.739,9.535,0.03,,0.231,0.04,,0.083,0.03,,,,,0.03,0.03,,,0.299,0.03,1.012
2017-11-08,0.03,0.03,0.045,,,6.769,0.443,0.116,,,0.03,,0.03,0.03,0.03,,0.744,9.985,0.03,,0.183,0.041,,0.086,0.03,,,,,0.03,0.03,,,0.292,0.03,1.024
2017-11-09,0.03,0.03,0.044,,,6.922,0.461,0.113,,,0.03,,0.03,0.03,0.03,,0.746,9.839,0.03,,0.17,0.036,,0.084,0.03,,,,,0.03,0.03,,,0.295,0.03,1.055
2017-11-10,0.03,0.03,0.046,,,6.791,0.44,0.114,,,0.03,,0.03,0.03,0.03,,0.744,9.858,0.03,,0.162,0.038,,0.078,0.03,,,,,0.03,0.03,,,0.302,0.03,1.046
2017-11-11,0.03,0.03,0.049,,,6.672,0.439,0.113,,,0.03,,0.03,0.03,0.03,,0.745,9.732,0.03,,0.156,0.036,,0.075,0.03,,,,,0.03,0.03,,,0.291,0.03,1.056
2017-11-12,0.03,0.03,0.046,,,6.524,0.412,0.115,,,0.03,,0.03,0.03,0.03,,0.745,9.659,0.03,,0.173,0.039,,0.076,0.03,,,,,0.03,0.03,,,0.268,0.03,1.04
2017-11-13,0.03,0.03,0.046,,,6.777,0.406,0.118,,,0.03,,0.03,0.03,0.03,,0.735,9.433,0.03,,0.188,0.042,,0.072,0.03,,,,,0.03,0.03,,,0.263,0.03,1.012
2017-11-14,0.03,0.03,0.037,,,6.548,0.422,0.112,,,0.03,,0.03,0.03,0.03,,0.731,9.53,0.03,,0.302,0.038,,0.064,0.03,,,,,0.03,0.03,,,0.255,0.03,0.99
2017-11-15,0.03,0.03,0.043,,,6.565,0.418,0.114,,,0.03,,0.03,0.03,0.03,,0.715,9.357,0.03,,0.322,0.038,,0.064,0.03,,,,,0.03,0.03,,,0.259,0.03,1.017
2017-11-16,0.03,0.03,0.044,,,6.816,0.454,0.108,,,0.03,,0.03,0.03,0.03,,0.715,9.456,0.03,,0.453,0.036,,0.064,0.03,,,,,0.03,0.03,,,0.251,0.03,1.026
2017-11-17,0.03,0.03,0.045,,,6.848,0.468,0.109,,,0.03,,0.03,0.03,0.03,,0.726,9.611,0.03,,0.601,0.037,,0.07,0.03,,,,,0.03,0.03,,,0.237,0.03,1.028
2017-11-18,0.03,0.03,0.048,,,6.821,0.472,0.118,,,0.03,,0.03,0.03,0.03,,0.704,9.26,0.03,,0.484,0.044,,0.076,0.03,,,,,0.03,0.03,,,0.206,0.03,1.015
