,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
668,★ Gut Knife | Autotronic (Factory New),eb4b4b,8650ac,377.0,309.58,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,2.0,4.0,15.0,fn,knife,gut knife,covert,unusual,0,1
669,★ Gut Knife | Autotronic (Field-Tested),eb4b4b,8650ac,173.0,174.6,1,LOW_SALES_MONTH,25.0,4.0,26.0,91.0,371.0,ft,knife,gut knife,covert,unusual,0,1
670,★ Gut Knife | Autotronic (Minimal Wear),eb4b4b,8650ac,226.34,194.23,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,6.0,31.0,130.0,mw,knife,gut knife,covert,unusual,0,1
671,★ Gut Knife | Autotronic (Well-Worn),eb4b4b,8650ac,192.06,194.99,1,LOW_SALES_3PLUS_MONTHS,7.0,1.0,2.0,3.0,28.0,ww,knife,gut knife,covert,unusual,0,1
672,★ Gut Knife | Black Laminate (Battle-Scarred),eb4b4b,8650ac,116.41,119.99,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,9.0,41.0,187.0,bs,knife,gut knife,covert,unusual,0,1
673,★ Gut Knife | Black Laminate (Factory New),eb4b4b,8650ac,173.51,235.01,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,0.0,3.0,16.0,fn,knife,gut knife,covert,unusual,0,1
674,★ Gut Knife | Black Laminate (Field-Tested),eb4b4b,8650ac,122.3,102.0,1,LOW_SALES_MONTH,19.0,4.0,19.0,78.0,326.0,ft,knife,gut knife,covert,unusual,0,1
675,★ Gut Knife | Black Laminate (Minimal Wear),eb4b4b,8650ac,134.8,114.13,1,LOW_SALES_3PLUS_MONTHS,14.0,1.0,10.0,45.0,214.0,mw,knife,gut knife,covert,unusual,0,1
676,★ Gut Knife | Black Laminate (Well-Worn),eb4b4b,8650ac,122.43,103.05,1,LOW_SALES_MONTH,10.0,2.0,9.0,51.0,251.0,ww,knife,gut knife,covert,unusual,0,1
677,★ Gut Knife | Blue Steel (Battle-Scarred),eb4b4b,8650ac,118.57,114.99,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,6.0,24.0,91.0,bs,knife,gut knife,covert,unusual,0,1
678,★ Gut Knife | Blue Steel (Factory New),eb4b4b,8650ac,200.0,172.82,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,0.0,0.0,5.0,fn,knife,gut knife,covert,unusual,0,1
679,★ Gut Knife | Blue Steel (Field-Tested),eb4b4b,8650ac,129.69,121.9,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,9.0,34.0,149.0,ft,knife,gut knife,covert,unusual,0,1
680,★ Gut Knife | Blue Steel (Minimal Wear),eb4b4b,8650ac,146.37,142.01,1,LOW_SALES_3PLUS_MONTHS,8.0,4.0,14.0,36.0,136.0,mw,knife,gut knife,covert,unusual,0,1
681,★ Gut Knife | Blue Steel (Well-Worn),eb4b4b,8650ac,118.57,122.16,1,LOW_SALES_MONTH,10.0,1.0,11.0,18.0,126.0,ww,knife,gut knife,covert,unusual,0,1
682,★ Gut Knife | Boreal Forest (Battle-Scarred),eb4b4b,8650ac,97.13,81.01,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,0.0,15.0,103.0,bs,knife,gut knife,covert,unusual,0,1
683,★ Gut Knife | Boreal Forest (Factory New),,8650ac,260.28,230.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,1.0,fn,,,,,0,1
684,★ Gut Knife | Boreal Forest (Field-Tested),eb4b4b,8650ac,95.47,91.13,1,LOW_SALES_MONTH,21.0,9.0,22.0,104.0,374.0,ft,knife,gut knife,covert,unusual,0,1
685,★ Gut Knife | Boreal Forest (Minimal Wear),eb4b4b,8650ac,112.79,95.6,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,6.0,16.0,78.0,mw,knife,gut knife,covert,unusual,0,1
686,★ Gut Knife | Boreal Forest (Well-Worn),eb4b4b,8650ac,102.29,87.15,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,4.0,13.0,61.0,ww,knife,gut knife,covert,unusual,0,1
687,★ Gut Knife | Bright Water (Battle-Scarred),eb4b4b,8650ac,105.89,98.15,1,LOW_SALES_3PLUS_MONTHS,7.0,1.0,2.0,6.0,25.0,bs,knife,gut knife,covert,unusual,0,1
688,★ Gut Knife | Bright Water (Factory New),eb4b4b,8650ac,148.73,148.54,1,LOW_SALES_3PLUS_MONTHS,19.0,4.0,13.0,40.0,186.0,fn,knife,gut knife,covert,unusual,0,1
689,★ Gut Knife | Bright Water (Field-Tested),eb4b4b,8650ac,108.53,98.9,1,LOW_SALES_MONTH,17.0,5.0,23.0,103.0,432.0,ft,knife,gut knife,covert,unusual,0,1
690,★ Gut Knife | Bright Water (Minimal Wear),eb4b4b,8650ac,110.0,123.94,1,LOW_SALES_MONTH,12.0,2.0,17.0,47.0,186.0,mw,knife,gut knife,covert,unusual,0,1
691,★ Gut Knife | Bright Water (Well-Worn),eb4b4b,8650ac,111.55,109.24,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,4.0,18.0,59.0,ww,knife,gut knife,covert,unusual,0,1
692,★ Gut Knife | Case Hardened (Battle-Scarred),eb4b4b,8650ac,151.8,152.95,1,LOW_SALES_3PLUS_MONTHS,11.0,3.0,10.0,26.0,111.0,bs,knife,gut knife,covert,unusual,0,1
693,★ Gut Knife | Case Hardened (Factory New),eb4b4b,8650ac,235.33,231.69,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,1.0,5.0,fn,knife,gut knife,covert,unusual,0,1
694,★ Gut Knife | Case Hardened (Field-Tested),eb4b4b,8650ac,163.84,163.6,1,LOW_SALES_3PLUS_MONTHS,14.0,1.0,8.0,32.0,123.0,ft,knife,gut knife,covert,unusual,0,1
695,★ Gut Knife | Case Hardened (Minimal Wear),eb4b4b,8650ac,190.0,165.0,1,LOW_SALES_3PLUS_MONTHS,16.0,2.0,3.0,19.0,97.0,mw,knife,gut knife,covert,unusual,0,1
696,★ Gut Knife | Case Hardened (Well-Worn),eb4b4b,8650ac,157.98,157.98,1,LOW_SALES_3PLUS_MONTHS,11.0,1.0,3.0,28.0,117.0,ww,knife,gut knife,covert,unusual,0,1
697,★ Gut Knife | Crimson Web (Battle-Scarred),eb4b4b,8650ac,131.69,114.05,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,4.0,14.0,82.0,bs,knife,gut knife,covert,unusual,0,1
698,★ Gut Knife | Crimson Web (Factory New),eb4b4b,8650ac,468.6,402.5,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,knife,gut knife,covert,unusual,0,1
699,★ Gut Knife | Crimson Web (Field-Tested),eb4b4b,8650ac,135.06,120.38,1,LOW_SALES_MONTH,12.0,3.0,24.0,66.0,233.0,ft,knife,gut knife,covert,unusual,0,1
700,★ Gut Knife | Crimson Web (Minimal Wear),eb4b4b,8650ac,189.11,156.28,1,LOW_SALES_3PLUS_MONTHS,15.0,3.0,8.0,20.0,64.0,mw,knife,gut knife,covert,unusual,0,1
701,★ Gut Knife | Crimson Web (Well-Worn),eb4b4b,8650ac,176.69,114.39,1,LOW_SALES_3PLUS_MONTHS,6.0,2.0,8.0,13.0,43.0,ww,knife,gut knife,covert,unusual,0,1
702,★ Gut Knife | Damascus Steel (Battle-Scarred),eb4b4b,8650ac,130.92,113.0,1,LOW_SALES_3PLUS_MONTHS,4.0,1.0,1.0,4.0,22.0,bs,knife,gut knife,covert,unusual,0,1
703,★ Gut Knife | Damascus Steel (Factory New),eb4b4b,8650ac,145.79,126.91,1,LOW_SALES_3PLUS_MONTHS,16.0,4.0,9.0,33.0,174.0,fn,knife,gut knife,covert,unusual,0,1
704,★ Gut Knife | Damascus Steel (Field-Tested),eb4b4b,8650ac,124.34,123.05,1,LOW_SALES_MONTH,15.0,5.0,20.0,69.0,355.0,ft,knife,gut knife,covert,unusual,0,1
705,★ Gut Knife | Damascus Steel (Minimal Wear),eb4b4b,8650ac,137.32,142.99,1,LOW_SALES_MONTH,21.0,2.0,12.0,64.0,231.0,mw,knife,gut knife,covert,unusual,0,1
706,★ Gut Knife | Damascus Steel (Well-Worn),eb4b4b,8650ac,172.45,143.75,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,4.0,6.0,42.0,ww,knife,gut knife,covert,unusual,0,1
707,★ Gut Knife | Doppler (Factory New),eb4b4b,8650ac,241.62,240.0,0,,122.0,25.0,113.0,479.0,1814.0,fn,knife,gut knife,covert,unusual,0,1
708,★ Gut Knife | Doppler (Minimal Wear),eb4b4b,8650ac,264.01,227.84,1,LOW_SALES_3PLUS_MONTHS,10.0,1.0,2.0,14.0,63.0,mw,knife,gut knife,covert,unusual,0,1
709,★ Gut Knife | Fade (Factory New),eb4b4b,8650ac,316.87,312.01,1,LOW_SALES_MONTH,22.0,3.0,13.0,52.0,206.0,fn,knife,gut knife,covert,unusual,0,1
710,★ Gut Knife | Fade (Minimal Wear),eb4b4b,8650ac,362.55,280.23,1,LOW_SALES_3PLUS_MONTHS,2.0,1.0,1.0,1.0,14.0,mw,knife,gut knife,covert,unusual,0,1
711,★ Gut Knife | Forest DDPAT (Battle-Scarred),eb4b4b,8650ac,97.13,90.7,1,LOW_SALES_3PLUS_MONTHS,11.0,3.0,5.0,16.0,79.0,bs,knife,gut knife,covert,unusual,0,1
712,★ Gut Knife | Forest DDPAT (Factory New),eb4b4b,8650ac,247.88,199.91,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,2.0,3.0,fn,knife,gut knife,covert,unusual,0,1
713,★ Gut Knife | Forest DDPAT (Field-Tested),eb4b4b,8650ac,94.65,93.15,1,LOW_SALES_MONTH,18.0,5.0,17.0,78.0,342.0,ft,knife,gut knife,covert,unusual,0,1
714,★ Gut Knife | Forest DDPAT (Minimal Wear),eb4b4b,8650ac,124.33,99.16,1,LOW_SALES_3PLUS_MONTHS,10.0,1.0,3.0,17.0,82.0,mw,knife,gut knife,covert,unusual,0,1
715,★ Gut Knife | Forest DDPAT (Well-Worn),eb4b4b,8650ac,100.1,82.0,1,LOW_SALES_3PLUS_MONTHS,8.0,2.0,5.0,11.0,46.0,ww,knife,gut knife,covert,unusual,0,1
716,★ Gut Knife | Freehand (Battle-Scarred),eb4b4b,8650ac,111.29,105.65,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,0.0,5.0,25.0,bs,knife,gut knife,covert,unusual,0,1
717,★ Gut Knife | Freehand (Factory New),eb4b4b,8650ac,141.45,130.0,1,LOW_SALES_MONTH,12.0,2.0,10.0,57.0,221.0,fn,knife,gut knife,covert,unusual,0,1
718,★ Gut Knife | Freehand (Field-Tested),eb4b4b,8650ac,120.35,120.14,1,LOW_SALES_MONTH,17.0,5.0,25.0,109.0,397.0,ft,knife,gut knife,covert,unusual,0,1
719,★ Gut Knife | Freehand (Minimal Wear),eb4b4b,8650ac,134.33,114.0,1,LOW_SALES_MONTH,16.0,1.0,17.0,57.0,241.0,mw,knife,gut knife,covert,unusual,0,1
720,★ Gut Knife | Freehand (Well-Worn),eb4b4b,8650ac,124.93,115.32,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,2.0,6.0,56.0,ww,knife,gut knife,covert,unusual,0,1
721,★ Gut Knife | Gamma Doppler (Factory New),eb4b4b,8650ac,323.29,320.98,1,LOW_SALES_WEEK,54.0,8.0,34.0,121.0,559.0,fn,knife,gut knife,covert,unusual,0,1
722,★ Gut Knife | Gamma Doppler (Minimal Wear),eb4b4b,8650ac,457.13,301.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,1.0,3.0,21.0,mw,knife,gut knife,covert,unusual,0,1
723,★ Gut Knife | Lore (Battle-Scarred),eb4b4b,8650ac,164.6,143.75,1,LOW_SALES_3PLUS_MONTHS,10.0,4.0,17.0,35.0,111.0,bs,knife,gut knife,covert,unusual,0,1
724,★ Gut Knife | Lore (Factory New),eb4b4b,8650ac,333.5,244.29,1,LOW_SALES_3PLUS_MONTHS,15.0,2.0,10.0,15.0,58.0,fn,knife,gut knife,covert,unusual,0,1
725,★ Gut Knife | Lore (Field-Tested),eb4b4b,8650ac,163.87,165.0,1,LOW_SALES_MONTH,31.0,4.0,21.0,84.0,356.0,ft,knife,gut knife,covert,unusual,0,1
726,★ Gut Knife | Lore (Minimal Wear),eb4b4b,8650ac,255.02,216.62,1,LOW_SALES_3PLUS_MONTHS,14.0,3.0,9.0,33.0,118.0,mw,knife,gut knife,covert,unusual,0,1
727,★ Gut Knife | Lore (Well-Worn),eb4b4b,8650ac,183.22,145.5,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,1.0,10.0,49.0,ww,knife,gut knife,covert,unusual,0,1
728,★ Gut Knife | Marble Fade (Factory New),eb4b4b,8650ac,203.71,197.66,1,LOW_SALES_WEEK,38.0,11.0,40.0,135.0,561.0,fn,knife,gut knife,covert,unusual,0,1
729,★ Gut Knife | Marble Fade (Minimal Wear),eb4b4b,8650ac,253.0,259.63,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,1.0,3.0,17.0,mw,knife,gut knife,covert,unusual,0,1
730,★ Gut Knife | Night (Battle-Scarred),eb4b4b,8650ac,111.4,110.0,1,LOW_SALES_3PLUS_MONTHS,9.0,1.0,4.0,22.0,82.0,bs,knife,gut knife,covert,unusual,0,1
731,★ Gut Knife | Night (Factory New),eb4b4b,8650ac,197.62,194.6,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,2.0,fn,knife,gut knife,covert,unusual,0,1
732,★ Gut Knife | Night (Field-Tested),eb4b4b,8650ac,100.0,96.28,1,LOW_SALES_MONTH,13.0,9.0,24.0,77.0,341.0,ft,knife,gut knife,covert,unusual,0,1
733,★ Gut Knife | Night (Minimal Wear),eb4b4b,8650ac,149.5,148.58,1,LOW_SALES_3PLUS_MONTHS,10.0,2.0,6.0,25.0,99.0,mw,knife,gut knife,covert,unusual,0,1
734,★ Gut Knife | Night (Well-Worn),eb4b4b,8650ac,122.91,86.44,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,2.0,9.0,50.0,ww,knife,gut knife,covert,unusual,0,1
735,★ Gut Knife | Rust Coat (Battle-Scarred),eb4b4b,8650ac,100.68,94.19,1,LOW_SALES_WEEK,39.0,10.0,49.0,177.0,780.0,bs,knife,gut knife,covert,unusual,0,1
736,★ Gut Knife | Rust Coat (Well-Worn),eb4b4b,8650ac,142.65,111.41,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,2.0,7.0,32.0,ww,knife,gut knife,covert,unusual,0,1
737,★ Gut Knife | Safari Mesh (Battle-Scarred),eb4b4b,8650ac,96.56,91.14,1,LOW_SALES_3PLUS_MONTHS,11.0,1.0,5.0,19.0,104.0,bs,knife,gut knife,covert,unusual,0,1
738,★ Gut Knife | Safari Mesh (Factory New),,8650ac,1239.43,151.36,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,4.0,fn,,,,,0,1
739,★ Gut Knife | Safari Mesh (Field-Tested),eb4b4b,8650ac,92.46,81.51,1,LOW_SALES_MONTH,23.0,4.0,23.0,74.0,316.0,ft,knife,gut knife,covert,unusual,0,1
740,★ Gut Knife | Safari Mesh (Minimal Wear),eb4b4b,8650ac,105.72,86.65,1,LOW_SALES_3PLUS_MONTHS,14.0,3.0,10.0,28.0,95.0,mw,knife,gut knife,covert,unusual,0,1
741,★ Gut Knife | Safari Mesh (Well-Worn),eb4b4b,8650ac,100.94,84.43,1,LOW_SALES_3PLUS_MONTHS,3.0,1.0,3.0,10.0,42.0,ww,knife,gut knife,covert,unusual,0,1
742,★ Gut Knife | Scorched (Battle-Scarred),eb4b4b,8650ac,98.11,82.73,1,LOW_SALES_3PLUS_MONTHS,7.0,2.0,6.0,27.0,88.0,bs,knife,gut knife,covert,unusual,0,1
743,★ Gut Knife | Scorched (Factory New),eb4b4b,8650ac,110.11,169.45,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,1.0,2.0,fn,knife,gut knife,covert,unusual,0,1
744,★ Gut Knife | Scorched (Field-Tested),eb4b4b,8650ac,95.42,93.4,1,LOW_SALES_MONTH,19.0,10.0,35.0,112.0,356.0,ft,knife,gut knife,covert,unusual,0,1
745,★ Gut Knife | Scorched (Minimal Wear),eb4b4b,8650ac,111.0,97.37,1,LOW_SALES_3PLUS_MONTHS,7.0,3.0,9.0,25.0,75.0,mw,knife,gut knife,covert,unusual,0,1
746,★ Gut Knife | Scorched (Well-Worn),eb4b4b,8650ac,111.51,98.76,1,LOW_SALES_3PLUS_MONTHS,4.0,1.0,4.0,9.0,50.0,ww,knife,gut knife,covert,unusual,0,1
747,★ Gut Knife | Slaughter (Factory New),eb4b4b,8650ac,215.0,197.06,1,LOW_SALES_3PLUS_MONTHS,16.0,2.0,11.0,32.0,138.0,fn,knife,gut knife,covert,unusual,0,1
748,★ Gut Knife | Slaughter (Field-Tested),eb4b4b,8650ac,154.93,172.02,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,4.0,14.0,83.0,ft,knife,gut knife,covert,unusual,0,1
749,★ Gut Knife | Slaughter (Minimal Wear),eb4b4b,8650ac,180.0,177.81,1,LOW_SALES_MONTH,13.0,1.0,13.0,49.0,203.0,mw,knife,gut knife,covert,unusual,0,1
750,★ Gut Knife | Stained (Battle-Scarred),eb4b4b,8650ac,112.33,111.78,1,LOW_SALES_3PLUS_MONTHS,7.0,3.0,12.0,26.0,82.0,bs,knife,gut knife,covert,unusual,0,1
751,★ Gut Knife | Stained (Factory New),eb4b4b,8650ac,266.22,115.0,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,1.0,13.0,fn,knife,gut knife,covert,unusual,0,1
752,★ Gut Knife | Stained (Field-Tested),eb4b4b,8650ac,117.36,115.33,1,LOW_SALES_MONTH,12.0,5.0,12.0,43.0,168.0,ft,knife,gut knife,covert,unusual,0,1
753,★ Gut Knife | Stained (Minimal Wear),eb4b4b,8650ac,132.07,130.76,1,LOW_SALES_3PLUS_MONTHS,10.0,3.0,6.0,28.0,115.0,mw,knife,gut knife,covert,unusual,0,1
754,★ Gut Knife | Stained (Well-Worn),eb4b4b,8650ac,107.0,97.0,1,LOW_SALES_3PLUS_MONTHS,12.0,2.0,9.0,36.0,162.0,ww,knife,gut knife,covert,unusual,0,1
755,★ Gut Knife | Tiger Tooth (Factory New),eb4b4b,8650ac,189.86,186.46,1,LOW_SALES_WEEK,25.0,7.0,48.0,166.0,629.0,fn,knife,gut knife,covert,unusual,0,1
756,★ Gut Knife | Tiger Tooth (Minimal Wear),eb4b4b,8650ac,203.92,140.62,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,3.0,20.0,mw,knife,gut knife,covert,unusual,0,1
757,★ Gut Knife | Ultraviolet (Battle-Scarred),eb4b4b,8650ac,109.25,107.3,1,LOW_SALES_3PLUS_MONTHS,7.0,1.0,7.0,27.0,109.0,bs,knife,gut knife,covert,unusual,0,1
758,★ Gut Knife | Ultraviolet (Factory New),,8650ac,181.32,190.9,1,NO_SALES_3PLUS_MONTHS,,1.0,1.0,2.0,2.0,fn,,,,,0,1
759,★ Gut Knife | Ultraviolet (Field-Tested),eb4b4b,8650ac,107.79,99.67,1,LOW_SALES_MONTH,21.0,10.0,25.0,105.0,438.0,ft,knife,gut knife,covert,unusual,0,1
760,★ Gut Knife | Ultraviolet (Minimal Wear),eb4b4b,8650ac,132.25,137.86,1,LOW_SALES_MONTH,9.0,0.0,8.0,36.0,158.0,mw,knife,gut knife,covert,unusual,0,1
761,★ Gut Knife | Ultraviolet (Well-Worn),eb4b4b,8650ac,115.17,107.78,1,LOW_SALES_3PLUS_MONTHS,7.0,5.0,10.0,25.0,95.0,ww,knife,gut knife,covert,unusual,0,1
762,★ Gut Knife | Urban Masked (Battle-Scarred),eb4b4b,8650ac,99.16,86.25,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,1.0,10.0,72.0,bs,knife,gut knife,covert,unusual,0,1
763,★ Gut Knife | Urban Masked (Factory New),eb4b4b,8650ac,333.0,117.37,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,fn,knife,gut knife,covert,unusual,0,1
764,★ Gut Knife | Urban Masked (Field-Tested),eb4b4b,8650ac,100.0,91.0,1,LOW_SALES_MONTH,21.0,7.0,25.0,80.0,300.0,ft,knife,gut knife,covert,unusual,0,1
765,★ Gut Knife | Urban Masked (Minimal Wear),eb4b4b,8650ac,116.15,110.01,1,LOW_SALES_3PLUS_MONTHS,7.0,2.0,3.0,14.0,74.0,mw,knife,gut knife,covert,unusual,0,1
766,★ Gut Knife | Urban Masked (Well-Worn),eb4b4b,8650ac,98.76,98.3,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,1.0,22.0,48.0,ww,knife,gut knife,covert,unusual,0,1
767,★ Hand Wraps | Arboreal (Battle-Scarred),eb4b4b,8650ac,72.65,71.11,1,LOW_SALES_WEEK,20.0,11.0,58.0,176.0,644.0,bs,gloves,hand wraps,extraordinary,unusual,0,1
768,★ Hand Wraps | Arboreal (Factory New),eb4b4b,8650ac,362.02,301.01,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,2.0,5.0,13.0,fn,gloves,hand wraps,extraordinary,unusual,0,1
769,★ Hand Wraps | Arboreal (Field-Tested),eb4b4b,8650ac,87.55,84.07,0,,28.0,27.0,109.0,326.0,1278.0,ft,gloves,hand wraps,extraordinary,unusual,0,1
770,★ Hand Wraps | Arboreal (Minimal Wear),eb4b4b,8650ac,126.5,126.36,1,LOW_SALES_MONTH,17.0,1.0,15.0,73.0,305.0,mw,gloves,hand wraps,extraordinary,unusual,0,1
771,★ Hand Wraps | Arboreal (Well-Worn),eb4b4b,8650ac,81.57,79.41,1,LOW_SALES_MONTH,9.0,6.0,26.0,93.0,353.0,ww,gloves,hand wraps,extraordinary,unusual,0,1
772,★ Hand Wraps | Badlands (Battle-Scarred),eb4b4b,8650ac,97.6,90.77,1,LOW_SALES_3PLUS_MONTHS,8.0,3.0,10.0,38.0,122.0,bs,gloves,hand wraps,extraordinary,unusual,0,1
773,★ Hand Wraps | Badlands (Factory New),eb4b4b,8650ac,586.0,750.0,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,gloves,hand wraps,extraordinary,unusual,0,1
774,★ Hand Wraps | Badlands (Field-Tested),eb4b4b,8650ac,118.57,124.87,1,LOW_SALES_MONTH,15.0,0.0,12.0,54.0,242.0,ft,gloves,hand wraps,extraordinary,unusual,0,1
775,★ Hand Wraps | Badlands (Minimal Wear),eb4b4b,8650ac,248.87,204.96,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,4.0,16.0,71.0,mw,gloves,hand wraps,extraordinary,unusual,0,1
776,★ Hand Wraps | Badlands (Well-Worn),eb4b4b,8650ac,119.0,96.0,1,LOW_SALES_3PLUS_MONTHS,5.0,1.0,2.0,9.0,68.0,ww,gloves,hand wraps,extraordinary,unusual,0,1
777,★ Hand Wraps | CAUTION! (Battle-Scarred),eb4b4b,8650ac,189.8,188.61,1,LOW_SALES_MONTH,20.0,6.0,24.0,76.0,365.0,bs,gloves,hand wraps,extraordinary,unusual,0,1
778,★ Hand Wraps | CAUTION! (Factory New),,8650ac,1499.0,1661.68,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,1.0,2.0,,,,,,0,1
779,★ Hand Wraps | CAUTION! (Field-Tested),eb4b4b,8650ac,247.25,247.25,1,LOW_SALES_WEEK,37.0,7.0,33.0,121.0,659.0,ft,gloves,hand wraps,extraordinary,unusual,0,1
780,★ Hand Wraps | CAUTION! (Minimal Wear),eb4b4b,8650ac,544.53,413.67,1,LOW_SALES_MONTH,7.0,1.0,11.0,29.0,127.0,mw,gloves,hand wraps,extraordinary,unusual,0,1
781,★ Hand Wraps | CAUTION! (Well-Worn),eb4b4b,8650ac,215.56,198.72,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,5.0,38.0,145.0,ww,gloves,hand wraps,extraordinary,unusual,0,1
782,★ Hand Wraps | Cobalt Skulls (Battle-Scarred),eb4b4b,8650ac,347.03,325.0,1,LOW_SALES_MONTH,11.0,3.0,16.0,48.0,203.0,bs,gloves,hand wraps,extraordinary,unusual,0,1
783,★ Hand Wraps | Cobalt Skulls (Factory New),,8650ac,0.0,0.0,1,NEW_ITEM,,,,,,,,,,,0,0
784,★ Hand Wraps | Cobalt Skulls (Field-Tested),eb4b4b,8650ac,502.67,494.8,1,LOW_SALES_MONTH,17.0,4.0,22.0,104.0,396.0,ft,gloves,hand wraps,extraordinary,unusual,0,1
785,★ Hand Wraps | Cobalt Skulls (Minimal Wear),eb4b4b,8650ac,1007.88,956.47,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,4.0,15.0,64.0,mw,gloves,hand wraps,extraordinary,unusual,0,1
786,★ Hand Wraps | Cobalt Skulls (Well-Worn),eb4b4b,8650ac,410.0,420.0,1,LOW_SALES_3PLUS_MONTHS,6.0,1.0,5.0,21.0,104.0,ww,gloves,hand wraps,extraordinary,unusual,0,1
787,★ Hand Wraps | Constrictor (Battle-Scarred),eb4b4b,8650ac,69.14,69.0,1,LOW_SALES_WEEK,22.0,14.0,44.0,169.0,670.0,bs,gloves,hand wraps,extraordinary,unusual,0,1
788,★ Hand Wraps | Constrictor (Factory New),eb4b4b,8650ac,407.68,304.82,1,NO_SALES_3PLUS_MONTHS,1.0,1.0,1.0,3.0,7.0,fn,gloves,hand wraps,extraordinary,unusual,0,1
789,★ Hand Wraps | Constrictor (Field-Tested),eb4b4b,8650ac,77.07,73.41,0,,42.0,15.0,98.0,354.0,1610.0,ft,gloves,hand wraps,extraordinary,unusual,0,1
790,★ Hand Wraps | Constrictor (Minimal Wear),eb4b4b,8650ac,106.68,106.68,1,LOW_SALES_MONTH,19.0,3.0,24.0,94.0,444.0,mw,gloves,hand wraps,extraordinary,unusual,0,1
791,★ Hand Wraps | Constrictor (Well-Worn),eb4b4b,8650ac,80.5,75.94,1,LOW_SALES_MONTH,8.0,3.0,26.0,88.0,380.0,ww,gloves,hand wraps,extraordinary,unusual,0,1
792,★ Hand Wraps | Desert Shamagh (Battle-Scarred),eb4b4b,8650ac,63.1,59.22,1,LOW_SALES_WEEK,19.0,11.0,44.0,198.0,675.0,bs,gloves,hand wraps,extraordinary,unusual,0,1
793,★ Hand Wraps | Desert Shamagh (Factory New),eb4b4b,8650ac,371.79,371.47,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,0.0,4.0,8.0,fn,gloves,hand wraps,extraordinary,unusual,0,1
794,★ Hand Wraps | Desert Shamagh (Field-Tested),eb4b4b,8650ac,64.35,65.85,0,,46.0,25.0,141.0,549.0,2004.0,ft,gloves,hand wraps,extraordinary,unusual,0,1
795,★ Hand Wraps | Desert Shamagh (Minimal Wear),eb4b4b,8650ac,84.61,84.24,1,LOW_SALES_WEEK,22.0,11.0,37.0,135.0,532.0,mw,gloves,hand wraps,extraordinary,unusual,0,1
796,★ Hand Wraps | Desert Shamagh (Well-Worn),eb4b4b,8650ac,65.97,65.44,1,LOW_SALES_WEEK,14.0,11.0,49.0,127.0,462.0,ww,gloves,hand wraps,extraordinary,unusual,0,1
797,★ Hand Wraps | Duct Tape (Battle-Scarred),eb4b4b,8650ac,69.0,69.69,1,LOW_SALES_WEEK,17.0,7.0,49.0,193.0,686.0,bs,gloves,hand wraps,extraordinary,unusual,0,1
