,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
0,'Blueberries' Buckshot | NSWC SEAL,8847ff,d2d2d2,9.33,9.72,0,,203.0,120.0,496.0,2021.0,9368.0,,agent,'blueberries' buckshot,exceptional,normal,0,0
1,'Medium Rare' Crasswater | Guerrilla Warfare,eb4b4b,d2d2d2,15.52,14.99,0,,163.0,83.0,399.0,1561.0,7236.0,,agent,'medium rare' crasswater,master,normal,0,0
2,'The Doctor' Romanov | Sabre,eb4b4b,d2d2d2,7.2,7.23,0,,546.0,513.0,2255.0,7818.0,30848.0,,agent,'the doctor' romanov,master,normal,0,0
3,'Two Times' McCoy | TACP Cavalry,d32ce6,d2d2d2,3.75,3.8,0,,486.0,331.0,1819.0,6468.0,24499.0,,agent,'two times' mccoy,superior,normal,0,0
4,'Two Times' McCoy | USAF TACP,d32ce6,d2d2d2,3.84,3.89,0,,565.0,441.0,2630.0,9021.0,34617.0,,agent,'two times' mccoy,superior,normal,0,0
5,★ Bayonet,eb4b4b,8650ac,663.55,728.92,1,LOW_SALES_3PLUS_MONTHS,14.0,0.0,7.0,27.0,94.0,,knife,bayonet,covert,unusual,0,1
6,★ Bayonet | Autotronic (Battle-Scarred),eb4b4b,8650ac,548.71,502.91,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,6.0,15.0,63.0,bs,knife,bayonet,covert,unusual,0,1
7,★ Bayonet | Autotronic (Factory New),eb4b4b,8650ac,1074.99,865.43,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,1.0,1.0,12.0,fn,knife,bayonet,covert,unusual,0,1
8,★ Bayonet | Autotronic (Field-Tested),eb4b4b,8650ac,570.67,565.83,1,LOW_SALES_3PLUS_MONTHS,17.0,3.0,7.0,27.0,133.0,ft,knife,bayonet,covert,unusual,0,1
9,★ Bayonet | Autotronic (Minimal Wear),eb4b4b,8650ac,805.0,620.77,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,3.0,7.0,39.0,mw,knife,bayonet,covert,unusual,0,1
10,★ Bayonet | Autotronic (Well-Worn),eb4b4b,8650ac,702.36,445.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,1.0,2.0,12.0,ww,knife,bayonet,covert,unusual,0,1
11,★ Bayonet | Black Laminate (Battle-Scarred),eb4b4b,8650ac,406.64,330.24,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,6.0,12.0,64.0,bs,knife,bayonet,covert,unusual,0,1
12,★ Bayonet | Black Laminate (Factory New),eb4b4b,8650ac,482.1,616.12,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,1.0,4.0,fn,knife,bayonet,covert,unusual,0,1
13,★ Bayonet | Black Laminate (Field-Tested),eb4b4b,8650ac,390.42,371.84,1,LOW_SALES_3PLUS_MONTHS,3.0,2.0,9.0,31.0,129.0,ft,knife,bayonet,covert,unusual,0,1
14,★ Bayonet | Black Laminate (Minimal Wear),eb4b4b,8650ac,400.0,344.8,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,2.0,16.0,106.0,mw,knife,bayonet,covert,unusual,0,1
15,★ Bayonet | Black Laminate (Well-Worn),eb4b4b,8650ac,352.43,295.38,1,LOW_SALES_MONTH,8.0,0.0,6.0,24.0,96.0,ww,knife,bayonet,covert,unusual,0,1
16,★ Bayonet | Blue Steel (Battle-Scarred),eb4b4b,8650ac,376.16,362.15,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,1.0,7.0,50.0,bs,knife,bayonet,covert,unusual,0,1
17,★ Bayonet | Blue Steel (Factory New),eb4b4b,8650ac,775.0,376.74,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,4.0,fn,knife,bayonet,covert,unusual,0,1
18,★ Bayonet | Blue Steel (Field-Tested),eb4b4b,8650ac,423.22,432.97,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,2.0,18.0,80.0,ft,knife,bayonet,covert,unusual,0,1
19,★ Bayonet | Blue Steel (Minimal Wear),eb4b4b,8650ac,478.06,357.52,1,LOW_SALES_3PLUS_MONTHS,2.0,1.0,7.0,17.0,68.0,mw,knife,bayonet,covert,unusual,0,1
20,★ Bayonet | Blue Steel (Well-Worn),eb4b4b,8650ac,388.01,326.82,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,5.0,17.0,74.0,ww,knife,bayonet,covert,unusual,0,1
21,★ Bayonet | Boreal Forest (Battle-Scarred),eb4b4b,8650ac,254.97,226.33,1,LOW_SALES_3PLUS_MONTHS,2.0,1.0,4.0,12.0,36.0,bs,knife,bayonet,covert,unusual,0,1
22,★ Bayonet | Boreal Forest (Factory New),eb4b4b,8650ac,999.99,500.01,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
23,★ Bayonet | Boreal Forest (Field-Tested),eb4b4b,8650ac,215.66,247.52,1,LOW_SALES_3PLUS_MONTHS,11.0,5.0,12.0,36.0,123.0,ft,knife,bayonet,covert,unusual,0,1
24,★ Bayonet | Boreal Forest (Minimal Wear),eb4b4b,8650ac,332.62,245.61,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,4.0,10.0,41.0,mw,knife,bayonet,covert,unusual,0,1
25,★ Bayonet | Boreal Forest (Well-Worn),eb4b4b,8650ac,253.2,230.86,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,2.0,8.0,31.0,ww,knife,bayonet,covert,unusual,0,1
26,★ Bayonet | Bright Water (Battle-Scarred),eb4b4b,8650ac,302.0,309.98,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,5.0,13.0,bs,knife,bayonet,covert,unusual,0,1
27,★ Bayonet | Bright Water (Factory New),eb4b4b,8650ac,441.89,428.78,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,5.0,17.0,62.0,fn,knife,bayonet,covert,unusual,0,1
28,★ Bayonet | Bright Water (Field-Tested),eb4b4b,8650ac,316.06,289.77,1,LOW_SALES_3PLUS_MONTHS,11.0,1.0,7.0,31.0,152.0,ft,knife,bayonet,covert,unusual,0,1
29,★ Bayonet | Bright Water (Minimal Wear),eb4b4b,8650ac,333.5,371.04,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,6.0,15.0,75.0,mw,knife,bayonet,covert,unusual,0,1
30,★ Bayonet | Bright Water (Well-Worn),eb4b4b,8650ac,355.67,260.24,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,0.0,4.0,19.0,ww,knife,bayonet,covert,unusual,0,1
31,★ Bayonet | Case Hardened (Battle-Scarred),eb4b4b,8650ac,399.0,366.43,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,3.0,13.0,44.0,bs,knife,bayonet,covert,unusual,0,1
32,★ Bayonet | Case Hardened (Factory New),eb4b4b,8650ac,1049.0,775.79,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,6.0,fn,knife,bayonet,covert,unusual,0,1
33,★ Bayonet | Case Hardened (Field-Tested),eb4b4b,8650ac,474.21,470.0,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,2.0,20.0,64.0,ft,knife,bayonet,covert,unusual,0,1
34,★ Bayonet | Case Hardened (Minimal Wear),eb4b4b,8650ac,580.0,696.05,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,0.0,8.0,46.0,mw,knife,bayonet,covert,unusual,0,1
35,★ Bayonet | Case Hardened (Well-Worn),eb4b4b,8650ac,434.99,452.67,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,5.0,18.0,59.0,ww,knife,bayonet,covert,unusual,0,1
36,★ Bayonet | Crimson Web (Battle-Scarred),eb4b4b,8650ac,392.98,320.8,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,6.0,20.0,bs,knife,bayonet,covert,unusual,0,1
37,★ Bayonet | Crimson Web (Factory New),eb4b4b,8650ac,2000.0,1798.33,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
38,★ Bayonet | Crimson Web (Field-Tested),eb4b4b,8650ac,386.02,382.95,1,LOW_SALES_3PLUS_MONTHS,14.0,2.0,7.0,28.0,135.0,ft,knife,bayonet,covert,unusual,0,1
39,★ Bayonet | Crimson Web (Minimal Wear),eb4b4b,8650ac,761.32,565.99,1,LOW_SALES_3PLUS_MONTHS,3.0,1.0,3.0,8.0,30.0,mw,knife,bayonet,covert,unusual,0,1
40,★ Bayonet | Crimson Web (Well-Worn),eb4b4b,8650ac,489.97,366.41,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,0.0,3.0,17.0,ww,knife,bayonet,covert,unusual,0,1
41,★ Bayonet | Damascus Steel (Battle-Scarred),eb4b4b,8650ac,367.13,283.75,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,0.0,3.0,12.0,bs,knife,bayonet,covert,unusual,0,1
42,★ Bayonet | Damascus Steel (Factory New),eb4b4b,8650ac,430.33,392.68,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,5.0,21.0,65.0,fn,knife,bayonet,covert,unusual,0,1
43,★ Bayonet | Damascus Steel (Field-Tested),eb4b4b,8650ac,339.51,366.44,1,LOW_SALES_3PLUS_MONTHS,10.0,1.0,6.0,40.0,150.0,ft,knife,bayonet,covert,unusual,0,1
44,★ Bayonet | Damascus Steel (Minimal Wear),eb4b4b,8650ac,431.11,430.56,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,6.0,29.0,97.0,mw,knife,bayonet,covert,unusual,0,1
45,★ Bayonet | Damascus Steel (Well-Worn),eb4b4b,8650ac,694.5,391.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,2.0,7.0,ww,knife,bayonet,covert,unusual,0,1
46,★ Bayonet | Doppler (Factory New),eb4b4b,8650ac,817.6,827.61,1,LOW_SALES_WEEK,63.0,13.0,48.0,175.0,742.0,fn,knife,bayonet,covert,unusual,0,1
47,★ Bayonet | Doppler (Minimal Wear),eb4b4b,8650ac,870.0,723.38,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,1.0,10.0,29.0,mw,knife,bayonet,covert,unusual,0,1
48,★ Bayonet | Fade (Factory New),eb4b4b,8650ac,1023.87,943.49,1,LOW_SALES_3PLUS_MONTHS,16.0,2.0,4.0,10.0,69.0,fn,knife,bayonet,covert,unusual,0,1
49,★ Bayonet | Fade (Minimal Wear),eb4b4b,8650ac,1234.61,1091.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,mw,knife,bayonet,covert,unusual,0,1
50,★ Bayonet | Forest DDPAT (Battle-Scarred),eb4b4b,8650ac,246.71,204.78,1,LOW_SALES_3PLUS_MONTHS,7.0,3.0,4.0,19.0,42.0,bs,knife,bayonet,covert,unusual,0,1
51,★ Bayonet | Forest DDPAT (Factory New),,8650ac,301.16,345.0,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,3.0,fn,knife,bayonet,covert,unusual,0,1
52,★ Bayonet | Forest DDPAT (Field-Tested),eb4b4b,8650ac,237.48,229.99,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,12.0,37.0,157.0,ft,knife,bayonet,covert,unusual,0,1
53,★ Bayonet | Forest DDPAT (Minimal Wear),eb4b4b,8650ac,311.0,213.68,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,4.0,9.0,54.0,mw,knife,bayonet,covert,unusual,0,1
54,★ Bayonet | Forest DDPAT (Well-Worn),eb4b4b,8650ac,348.53,201.12,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,1.0,15.0,ww,knife,bayonet,covert,unusual,0,1
55,★ Bayonet | Freehand (Battle-Scarred),eb4b4b,8650ac,437.0,302.53,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,0.0,2.0,bs,knife,bayonet,covert,unusual,0,1
56,★ Bayonet | Freehand (Factory New),eb4b4b,8650ac,409.01,378.61,1,LOW_SALES_3PLUS_MONTHS,7.0,1.0,6.0,26.0,99.0,fn,knife,bayonet,covert,unusual,0,1
57,★ Bayonet | Freehand (Field-Tested),eb4b4b,8650ac,359.43,310.0,1,LOW_SALES_MONTH,9.0,1.0,16.0,54.0,186.0,ft,knife,bayonet,covert,unusual,0,1
58,★ Bayonet | Freehand (Minimal Wear),eb4b4b,8650ac,406.0,345.71,1,LOW_SALES_3PLUS_MONTHS,16.0,0.0,9.0,24.0,81.0,mw,knife,bayonet,covert,unusual,0,1
59,★ Bayonet | Freehand (Well-Worn),eb4b4b,8650ac,353.37,281.93,1,LOW_SALES_3PLUS_MONTHS,2.0,2.0,2.0,3.0,9.0,ww,knife,bayonet,covert,unusual,0,1
60,★ Bayonet | Gamma Doppler (Factory New),eb4b4b,8650ac,1198.36,1173.87,1,LOW_SALES_3PLUS_MONTHS,8.0,6.0,10.0,41.0,182.0,fn,knife,bayonet,covert,unusual,0,1
61,★ Bayonet | Gamma Doppler (Minimal Wear),eb4b4b,8650ac,1350.0,1067.21,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,3.0,9.0,mw,knife,bayonet,covert,unusual,0,1
62,★ Bayonet | Lore (Battle-Scarred),eb4b4b,8650ac,486.98,384.56,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,15.0,56.0,bs,knife,bayonet,covert,unusual,0,1
63,★ Bayonet | Lore (Factory New),eb4b4b,8650ac,1349.15,1392.0,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,0.0,3.0,14.0,fn,knife,bayonet,covert,unusual,0,1
64,★ Bayonet | Lore (Field-Tested),eb4b4b,8650ac,593.24,619.71,1,LOW_SALES_3PLUS_MONTHS,14.0,1.0,3.0,34.0,121.0,ft,knife,bayonet,covert,unusual,0,1
65,★ Bayonet | Lore (Minimal Wear),eb4b4b,8650ac,840.68,761.8,1,LOW_SALES_3PLUS_MONTHS,12.0,0.0,1.0,7.0,46.0,mw,knife,bayonet,covert,unusual,0,1
66,★ Bayonet | Lore (Well-Worn),eb4b4b,8650ac,599.9,468.0,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,1.0,3.0,11.0,ww,knife,bayonet,covert,unusual,0,1
67,★ Bayonet | Marble Fade (Factory New),eb4b4b,8650ac,865.0,754.45,1,LOW_SALES_3PLUS_MONTHS,17.0,5.0,11.0,46.0,165.0,fn,knife,bayonet,covert,unusual,0,1
68,★ Bayonet | Marble Fade (Minimal Wear),eb4b4b,8650ac,743.76,983.84,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,6.0,mw,knife,bayonet,covert,unusual,0,1
69,★ Bayonet | Night (Battle-Scarred),eb4b4b,8650ac,290.0,248.6,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,8.0,37.0,bs,knife,bayonet,covert,unusual,0,1
70,★ Bayonet | Night (Factory New),eb4b4b,8650ac,1939.99,1501.44,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
71,★ Bayonet | Night (Field-Tested),eb4b4b,8650ac,262.01,215.0,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,8.0,49.0,192.0,ft,knife,bayonet,covert,unusual,0,1
72,★ Bayonet | Night (Minimal Wear),eb4b4b,8650ac,411.53,390.01,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,2.0,8.0,64.0,mw,knife,bayonet,covert,unusual,0,1
73,★ Bayonet | Night (Well-Worn),eb4b4b,8650ac,343.8,199.99,1,LOW_SALES_3PLUS_MONTHS,2.0,1.0,2.0,5.0,20.0,ww,knife,bayonet,covert,unusual,0,1
74,★ Bayonet | Rust Coat (Battle-Scarred),eb4b4b,8650ac,270.25,230.65,1,LOW_SALES_WEEK,22.0,4.0,29.0,110.0,440.0,bs,knife,bayonet,covert,unusual,0,1
75,★ Bayonet | Rust Coat (Well-Worn),eb4b4b,8650ac,285.06,247.99,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,0.0,5.0,20.0,ww,knife,bayonet,covert,unusual,0,1
76,★ Bayonet | Safari Mesh (Battle-Scarred),eb4b4b,8650ac,226.34,205.22,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,6.0,12.0,40.0,bs,knife,bayonet,covert,unusual,0,1
77,★ Bayonet | Safari Mesh (Factory New),,8650ac,273.4,750.01,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
78,★ Bayonet | Safari Mesh (Field-Tested),eb4b4b,8650ac,225.89,225.98,1,LOW_SALES_MONTH,9.0,2.0,16.0,45.0,174.0,ft,knife,bayonet,covert,unusual,0,1
79,★ Bayonet | Safari Mesh (Minimal Wear),eb4b4b,8650ac,287.43,172.5,1,LOW_SALES_3PLUS_MONTHS,6.0,1.0,3.0,10.0,46.0,mw,knife,bayonet,covert,unusual,0,1
80,★ Bayonet | Safari Mesh (Well-Worn),eb4b4b,8650ac,284.63,182.98,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,1.0,6.0,20.0,ww,knife,bayonet,covert,unusual,0,1
81,★ Bayonet | Scorched (Battle-Scarred),eb4b4b,8650ac,230.0,186.0,1,LOW_SALES_3PLUS_MONTHS,7.0,1.0,2.0,10.0,31.0,bs,knife,bayonet,covert,unusual,0,1
82,★ Bayonet | Scorched (Factory New),,8650ac,346.33,380.92,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,1.0,fn,knife,bayonet,covert,unusual,0,1
83,★ Bayonet | Scorched (Field-Tested),eb4b4b,8650ac,228.78,205.93,1,LOW_SALES_3PLUS_MONTHS,15.0,2.0,14.0,50.0,169.0,ft,knife,bayonet,covert,unusual,0,1
84,★ Bayonet | Scorched (Minimal Wear),eb4b4b,8650ac,280.22,230.7,1,LOW_SALES_3PLUS_MONTHS,5.0,3.0,6.0,10.0,54.0,mw,knife,bayonet,covert,unusual,0,1
85,★ Bayonet | Scorched (Well-Worn),eb4b4b,8650ac,273.55,210.0,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,6.0,21.0,ww,knife,bayonet,covert,unusual,0,1
86,★ Bayonet | Slaughter (Factory New),eb4b4b,8650ac,700.55,699.84,1,LOW_SALES_3PLUS_MONTHS,14.0,0.0,4.0,16.0,57.0,fn,knife,bayonet,covert,unusual,0,1
87,★ Bayonet | Slaughter (Field-Tested),eb4b4b,8650ac,485.0,467.73,1,LOW_SALES_3PLUS_MONTHS,9.0,1.0,3.0,7.0,27.0,ft,knife,bayonet,covert,unusual,0,1
88,★ Bayonet | Slaughter (Minimal Wear),eb4b4b,8650ac,621.72,525.0,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,6.0,27.0,90.0,mw,knife,bayonet,covert,unusual,0,1
89,★ Bayonet | Stained (Battle-Scarred),eb4b4b,8650ac,338.75,248.26,1,LOW_SALES_3PLUS_MONTHS,6.0,1.0,3.0,12.0,59.0,bs,knife,bayonet,covert,unusual,0,1
90,★ Bayonet | Stained (Factory New),eb4b4b,8650ac,1735.21,472.07,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,3.0,fn,knife,bayonet,covert,unusual,0,1
91,★ Bayonet | Stained (Field-Tested),eb4b4b,8650ac,312.58,318.1,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,5.0,20.0,86.0,ft,knife,bayonet,covert,unusual,0,1
92,★ Bayonet | Stained (Minimal Wear),eb4b4b,8650ac,379.61,343.81,1,LOW_SALES_3PLUS_MONTHS,5.0,1.0,2.0,7.0,39.0,mw,knife,bayonet,covert,unusual,0,1
93,★ Bayonet | Stained (Well-Worn),eb4b4b,8650ac,344.9,260.45,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,1.0,14.0,63.0,ww,knife,bayonet,covert,unusual,0,1
94,★ Bayonet | Tiger Tooth (Factory New),eb4b4b,8650ac,678.85,630.0,1,LOW_SALES_MONTH,19.0,3.0,17.0,59.0,236.0,fn,knife,bayonet,covert,unusual,0,1
95,★ Bayonet | Tiger Tooth (Minimal Wear),eb4b4b,8650ac,646.67,646.01,1,LOW_SALES_3PLUS_MONTHS,2.0,1.0,1.0,1.0,10.0,mw,knife,bayonet,covert,unusual,0,1
96,★ Bayonet | Ultraviolet (Battle-Scarred),eb4b4b,8650ac,249.94,218.33,1,LOW_SALES_3PLUS_MONTHS,4.0,2.0,4.0,16.0,50.0,bs,knife,bayonet,covert,unusual,0,1
97,★ Bayonet | Ultraviolet (Factory New),eb4b4b,8650ac,686.0,1100.0,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,4.0,fn,knife,bayonet,covert,unusual,0,1
98,★ Bayonet | Ultraviolet (Field-Tested),eb4b4b,8650ac,281.0,264.06,1,LOW_SALES_MONTH,12.0,5.0,18.0,52.0,210.0,ft,knife,bayonet,covert,unusual,0,1
99,★ Bayonet | Ultraviolet (Minimal Wear),eb4b4b,8650ac,390.0,386.01,1,LOW_SALES_3PLUS_MONTHS,6.0,2.0,5.0,14.0,80.0,mw,knife,bayonet,covert,unusual,0,1
100,★ Bayonet | Ultraviolet (Well-Worn),eb4b4b,8650ac,316.22,244.45,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,8.0,26.0,ww,knife,bayonet,covert,unusual,0,1
101,★ Bayonet | Urban Masked (Battle-Scarred),eb4b4b,8650ac,245.13,204.01,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,0.0,4.0,17.0,bs,knife,bayonet,covert,unusual,0,1
102,★ Bayonet | Urban Masked (Factory New),,8650ac,405.23,365.64,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
103,★ Bayonet | Urban Masked (Field-Tested),eb4b4b,8650ac,231.12,225.11,1,LOW_SALES_3PLUS_MONTHS,13.0,2.0,11.0,37.0,168.0,ft,knife,bayonet,covert,unusual,0,1
104,★ Bayonet | Urban Masked (Minimal Wear),eb4b4b,8650ac,263.75,254.11,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,2.0,10.0,51.0,mw,knife,bayonet,covert,unusual,0,1
105,★ Bayonet | Urban Masked (Well-Worn),eb4b4b,8650ac,309.86,271.54,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,1.0,6.0,20.0,ww,knife,bayonet,covert,unusual,0,1
106,★ Bloodhound Gloves | Bronzed (Battle-Scarred),eb4b4b,8650ac,74.47,68.16,1,LOW_SALES_MONTH,9.0,3.0,13.0,56.0,200.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
107,★ Bloodhound Gloves | Bronzed (Factory New),eb4b4b,8650ac,867.99,609.28,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,1.0,1.0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
108,★ Bloodhound Gloves | Bronzed (Field-Tested),eb4b4b,8650ac,75.46,75.71,1,LOW_SALES_WEEK,21.0,12.0,43.0,149.0,519.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
109,★ Bloodhound Gloves | Bronzed (Minimal Wear),eb4b4b,8650ac,145.5,127.0,1,LOW_SALES_3PLUS_MONTHS,12.0,2.0,7.0,17.0,90.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
110,★ Bloodhound Gloves | Bronzed (Well-Worn),eb4b4b,8650ac,76.83,76.21,1,LOW_SALES_3PLUS_MONTHS,11.0,4.0,10.0,38.0,123.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
111,★ Bloodhound Gloves | Charred (Battle-Scarred),eb4b4b,8650ac,118.45,96.0,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,8.0,32.0,130.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
112,★ Bloodhound Gloves | Charred (Factory New),eb4b4b,8650ac,793.54,1100.0,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,1.0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
113,★ Bloodhound Gloves | Charred (Field-Tested),eb4b4b,8650ac,116.15,104.88,1,LOW_SALES_MONTH,17.0,6.0,29.0,99.0,412.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
114,★ Bloodhound Gloves | Charred (Minimal Wear),eb4b4b,8650ac,344.63,323.33,1,LOW_SALES_3PLUS_MONTHS,10.0,2.0,4.0,17.0,65.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
115,★ Bloodhound Gloves | Charred (Well-Worn),eb4b4b,8650ac,99.16,105.65,1,LOW_SALES_3PLUS_MONTHS,7.0,1.0,6.0,18.0,79.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
116,★ Bloodhound Gloves | Guerrilla (Battle-Scarred),eb4b4b,8650ac,78.35,73.11,1,LOW_SALES_MONTH,9.0,0.0,13.0,43.0,193.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
117,★ Bloodhound Gloves | Guerrilla (Factory New),eb4b4b,8650ac,432.26,574.3,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,2.0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
118,★ Bloodhound Gloves | Guerrilla (Field-Tested),eb4b4b,8650ac,84.03,76.22,1,LOW_SALES_MONTH,19.0,9.0,32.0,113.0,460.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
119,★ Bloodhound Gloves | Guerrilla (Minimal Wear),eb4b4b,8650ac,126.65,107.81,1,LOW_SALES_3PLUS_MONTHS,14.0,2.0,13.0,28.0,104.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
120,★ Bloodhound Gloves | Guerrilla (Well-Worn),eb4b4b,8650ac,78.0,67.5,1,LOW_SALES_3PLUS_MONTHS,9.0,1.0,5.0,19.0,78.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
121,★ Bloodhound Gloves | Snakebite (Battle-Scarred),eb4b4b,8650ac,76.6,70.12,1,LOW_SALES_MONTH,14.0,1.0,10.0,33.0,133.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
122,★ Bloodhound Gloves | Snakebite (Factory New),,8650ac,1039.5,537.25,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,2.0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
123,★ Bloodhound Gloves | Snakebite (Field-Tested),eb4b4b,8650ac,75.72,73.45,1,LOW_SALES_WEEK,22.0,10.0,31.0,105.0,430.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
124,★ Bloodhound Gloves | Snakebite (Minimal Wear),eb4b4b,8650ac,149.97,140.12,1,LOW_SALES_3PLUS_MONTHS,14.0,1.0,4.0,26.0,85.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
125,★ Bloodhound Gloves | Snakebite (Well-Worn),eb4b4b,8650ac,93.89,74.01,1,LOW_SALES_3PLUS_MONTHS,9.0,1.0,2.0,14.0,85.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
126,★ Bowie Knife,eb4b4b,8650ac,167.06,166.64,1,LOW_SALES_MONTH,33.0,5.0,19.0,71.0,308.0,,knife,bowie knife,covert,unusual,0,1
127,★ Bowie Knife | Autotronic (Battle-Scarred),eb4b4b,8650ac,190.67,157.44,1,LOW_SALES_MONTH,10.0,4.0,17.0,48.0,203.0,bs,knife,bowie knife,covert,unusual,0,1
128,★ Bowie Knife | Autotronic (Factory New),eb4b4b,8650ac,410.34,309.53,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,4.0,8.0,34.0,fn,knife,bowie knife,covert,unusual,0,1
