,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
0,'Blueberries' Buckshot | NSWC SEAL,8847ff,d2d2d2,9.72,9.66,0,,171.0,64.0,447.0,2193.0,7073.0,,agent,'blueberries' buckshot,exceptional,normal,0,0
1,'Medium Rare' Crasswater | Guerrilla Warfare,eb4b4b,d2d2d2,18.05,15.15,0,,115.0,49.0,327.0,1777.0,5713.0,,agent,'medium rare' crasswater,master,normal,0,0
2,'The Doctor' Romanov | Sabre,eb4b4b,d2d2d2,7.39,7.49,0,,589.0,249.0,1723.0,8332.0,27271.0,,agent,'the doctor' romanov,master,normal,0,0
3,'Two Times' McCoy | TACP Cavalry,d32ce6,d2d2d2,4.14,3.99,0,,397.0,182.0,1403.0,7144.0,22984.0,,agent,'two times' mccoy,superior,normal,0,0
4,'Two Times' McCoy | USAF TACP,d32ce6,d2d2d2,3.85,3.87,0,,769.0,227.0,2030.0,11640.0,34200.0,,agent,'two times' mccoy,superior,normal,0,0
5,★ Bayonet,eb4b4b,8650ac,635.62,600.0,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,5.0,25.0,87.0,,knife,bayonet,covert,unusual,0,1
6,★ Bayonet | Autotronic (Battle-Scarred),eb4b4b,8650ac,530.47,565.01,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,0.0,14.0,59.0,bs,knife,bayonet,covert,unusual,0,1
7,★ Bayonet | Autotronic (Factory New),eb4b4b,8650ac,883.86,920.0,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,3.0,10.0,fn,knife,bayonet,covert,unusual,0,1
8,★ Bayonet | Autotronic (Field-Tested),eb4b4b,8650ac,605.5,574.97,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,3.0,34.0,107.0,ft,knife,bayonet,covert,unusual,0,1
9,★ Bayonet | Autotronic (Minimal Wear),eb4b4b,8650ac,751.99,632.5,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,1.0,12.0,37.0,mw,knife,bayonet,covert,unusual,0,1
10,★ Bayonet | Autotronic (Well-Worn),eb4b4b,8650ac,685.88,456.04,1,LOW_SALES_3PLUS_MONTHS,1.0,1.0,1.0,3.0,7.0,ww,knife,bayonet,covert,unusual,0,1
11,★ Bayonet | Black Laminate (Battle-Scarred),eb4b4b,8650ac,360.08,360.87,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,6.0,16.0,48.0,bs,knife,bayonet,covert,unusual,0,1
12,★ Bayonet | Black Laminate (Factory New),eb4b4b,8650ac,699.9,531.35,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,2.0,4.0,fn,knife,bayonet,covert,unusual,0,1
13,★ Bayonet | Black Laminate (Field-Tested),eb4b4b,8650ac,389.51,325.0,1,LOW_SALES_3PLUS_MONTHS,6.0,1.0,9.0,32.0,110.0,ft,knife,bayonet,covert,unusual,0,1
14,★ Bayonet | Black Laminate (Minimal Wear),eb4b4b,8650ac,428.35,383.27,1,LOW_SALES_3PLUS_MONTHS,7.0,2.0,9.0,34.0,88.0,mw,knife,bayonet,covert,unusual,0,1
15,★ Bayonet | Black Laminate (Well-Worn),eb4b4b,8650ac,350.75,354.62,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,2.0,32.0,93.0,ww,knife,bayonet,covert,unusual,0,1
16,★ Bayonet | Blue Steel (Battle-Scarred),eb4b4b,8650ac,402.0,324.04,1,LOW_SALES_3PLUS_MONTHS,3.0,1.0,2.0,16.0,39.0,bs,knife,bayonet,covert,unusual,0,1
17,★ Bayonet | Blue Steel (Factory New),eb4b4b,8650ac,777.0,750.02,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,2.0,fn,knife,bayonet,covert,unusual,0,1
18,★ Bayonet | Blue Steel (Field-Tested),eb4b4b,8650ac,402.5,387.01,1,LOW_SALES_3PLUS_MONTHS,10.0,2.0,7.0,27.0,80.0,ft,knife,bayonet,covert,unusual,0,1
19,★ Bayonet | Blue Steel (Minimal Wear),eb4b4b,8650ac,486.88,479.01,1,LOW_SALES_3PLUS_MONTHS,3.0,1.0,5.0,28.0,66.0,mw,knife,bayonet,covert,unusual,0,1
20,★ Bayonet | Blue Steel (Well-Worn),eb4b4b,8650ac,408.98,323.26,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,1.0,16.0,55.0,ww,knife,bayonet,covert,unusual,0,1
21,★ Bayonet | Boreal Forest (Battle-Scarred),eb4b4b,8650ac,249.73,207.98,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,2.0,4.0,31.0,bs,knife,bayonet,covert,unusual,0,1
22,★ Bayonet | Boreal Forest (Factory New),eb4b4b,8650ac,801.43,500.01,1,NO_SALES_3PLUS_MONTHS,2.0,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
23,★ Bayonet | Boreal Forest (Field-Tested),eb4b4b,8650ac,262.69,257.76,1,LOW_SALES_3PLUS_MONTHS,6.0,4.0,10.0,37.0,109.0,ft,knife,bayonet,covert,unusual,0,1
24,★ Bayonet | Boreal Forest (Minimal Wear),eb4b4b,8650ac,300.0,316.6,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,0.0,6.0,32.0,mw,knife,bayonet,covert,unusual,0,1
25,★ Bayonet | Boreal Forest (Well-Worn),eb4b4b,8650ac,274.48,215.29,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,13.0,32.0,ww,knife,bayonet,covert,unusual,0,1
26,★ Bayonet | Bright Water (Battle-Scarred),eb4b4b,8650ac,279.28,229.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,10.0,bs,knife,bayonet,covert,unusual,0,1
27,★ Bayonet | Bright Water (Factory New),eb4b4b,8650ac,470.98,387.18,1,LOW_SALES_3PLUS_MONTHS,9.0,1.0,6.0,22.0,66.0,fn,knife,bayonet,covert,unusual,0,1
28,★ Bayonet | Bright Water (Field-Tested),eb4b4b,8650ac,311.07,282.4,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,7.0,44.0,142.0,ft,knife,bayonet,covert,unusual,0,1
29,★ Bayonet | Bright Water (Minimal Wear),eb4b4b,8650ac,418.31,336.44,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,1.0,28.0,78.0,mw,knife,bayonet,covert,unusual,0,1
30,★ Bayonet | Bright Water (Well-Worn),eb4b4b,8650ac,299.0,316.37,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,6.0,23.0,ww,knife,bayonet,covert,unusual,0,1
31,★ Bayonet | Case Hardened (Battle-Scarred),eb4b4b,8650ac,513.09,419.99,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,0.0,14.0,43.0,bs,knife,bayonet,covert,unusual,0,1
32,★ Bayonet | Case Hardened (Factory New),eb4b4b,8650ac,1049.0,989.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,4.0,8.0,fn,knife,bayonet,covert,unusual,0,1
33,★ Bayonet | Case Hardened (Field-Tested),eb4b4b,8650ac,559.68,1238.82,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,2.0,21.0,60.0,ft,knife,bayonet,covert,unusual,0,1
34,★ Bayonet | Case Hardened (Minimal Wear),eb4b4b,8650ac,630.61,609.17,1,LOW_SALES_3PLUS_MONTHS,5.0,1.0,2.0,12.0,34.0,mw,knife,bayonet,covert,unusual,0,1
35,★ Bayonet | Case Hardened (Well-Worn),eb4b4b,8650ac,400.2,401.01,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,7.0,21.0,57.0,ww,knife,bayonet,covert,unusual,0,1
36,★ Bayonet | Crimson Web (Battle-Scarred),eb4b4b,8650ac,365.48,399.65,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,5.0,8.0,22.0,bs,knife,bayonet,covert,unusual,0,1
37,★ Bayonet | Crimson Web (Factory New),eb4b4b,8650ac,2000.0,1798.33,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
38,★ Bayonet | Crimson Web (Field-Tested),eb4b4b,8650ac,392.21,371.41,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,3.0,30.0,108.0,ft,knife,bayonet,covert,unusual,0,1
39,★ Bayonet | Crimson Web (Minimal Wear),eb4b4b,8650ac,908.32,575.0,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,3.0,17.0,mw,knife,bayonet,covert,unusual,0,1
40,★ Bayonet | Crimson Web (Well-Worn),eb4b4b,8650ac,405.17,303.97,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,1.0,7.0,14.0,ww,knife,bayonet,covert,unusual,0,1
41,★ Bayonet | Damascus Steel (Battle-Scarred),eb4b4b,8650ac,643.0,345.0,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,3.0,13.0,bs,knife,bayonet,covert,unusual,0,1
42,★ Bayonet | Damascus Steel (Factory New),eb4b4b,8650ac,493.39,484.3,1,LOW_SALES_3PLUS_MONTHS,4.0,2.0,4.0,17.0,59.0,fn,knife,bayonet,covert,unusual,0,1
43,★ Bayonet | Damascus Steel (Field-Tested),eb4b4b,8650ac,363.56,368.39,1,LOW_SALES_3PLUS_MONTHS,9.0,2.0,8.0,38.0,121.0,ft,knife,bayonet,covert,unusual,0,1
44,★ Bayonet | Damascus Steel (Minimal Wear),eb4b4b,8650ac,411.02,389.52,1,LOW_SALES_3PLUS_MONTHS,7.0,2.0,2.0,16.0,78.0,mw,knife,bayonet,covert,unusual,0,1
45,★ Bayonet | Damascus Steel (Well-Worn),eb4b4b,8650ac,525.83,274.01,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,3.0,7.0,ww,knife,bayonet,covert,unusual,0,1
46,★ Bayonet | Doppler (Factory New),eb4b4b,8650ac,802.07,765.9,1,LOW_SALES_WEEK,60.0,6.0,35.0,192.0,648.0,fn,knife,bayonet,covert,unusual,0,1
47,★ Bayonet | Doppler (Minimal Wear),eb4b4b,8650ac,915.0,668.01,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,1.0,6.0,26.0,mw,knife,bayonet,covert,unusual,0,1
48,★ Bayonet | Fade (Factory New),eb4b4b,8650ac,1137.19,1125.25,1,LOW_SALES_3PLUS_MONTHS,12.0,0.0,2.0,17.0,57.0,fn,knife,bayonet,covert,unusual,0,1
49,★ Bayonet | Fade (Minimal Wear),eb4b4b,8650ac,834.15,1091.0,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,mw,knife,bayonet,covert,unusual,0,1
50,★ Bayonet | Forest DDPAT (Battle-Scarred),eb4b4b,8650ac,256.54,228.32,1,LOW_SALES_3PLUS_MONTHS,7.0,3.0,5.0,7.0,39.0,bs,knife,bayonet,covert,unusual,0,1
51,★ Bayonet | Forest DDPAT (Factory New),,8650ac,1589.04,342.36,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,1.0,1.0,1.0,fn,,,,,0,1
52,★ Bayonet | Forest DDPAT (Field-Tested),eb4b4b,8650ac,261.97,248.58,1,LOW_SALES_3PLUS_MONTHS,7.0,1.0,11.0,49.0,140.0,ft,knife,bayonet,covert,unusual,0,1
53,★ Bayonet | Forest DDPAT (Minimal Wear),eb4b4b,8650ac,355.99,253.66,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,1.0,10.0,35.0,mw,knife,bayonet,covert,unusual,0,1
54,★ Bayonet | Forest DDPAT (Well-Worn),eb4b4b,8650ac,283.99,248.86,1,LOW_SALES_3PLUS_MONTHS,4.0,1.0,4.0,10.0,17.0,ww,knife,bayonet,covert,unusual,0,1
55,★ Bayonet | Freehand (Battle-Scarred),eb4b4b,8650ac,423.8,292.04,1,NO_SALES_3PLUS_MONTHS,3.0,0.0,0.0,1.0,2.0,bs,knife,bayonet,covert,unusual,0,1
56,★ Bayonet | Freehand (Factory New),eb4b4b,8650ac,453.97,393.59,1,LOW_SALES_3PLUS_MONTHS,6.0,1.0,9.0,26.0,90.0,fn,knife,bayonet,covert,unusual,0,1
57,★ Bayonet | Freehand (Field-Tested),eb4b4b,8650ac,358.92,427.14,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,7.0,40.0,159.0,ft,knife,bayonet,covert,unusual,0,1
58,★ Bayonet | Freehand (Minimal Wear),eb4b4b,8650ac,469.67,349.49,1,LOW_SALES_3PLUS_MONTHS,12.0,2.0,5.0,31.0,85.0,mw,knife,bayonet,covert,unusual,0,1
59,★ Bayonet | Freehand (Well-Worn),eb4b4b,8650ac,360.1,337.69,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,2.0,8.0,13.0,ww,knife,bayonet,covert,unusual,0,1
60,★ Bayonet | Gamma Doppler (Factory New),eb4b4b,8650ac,1190.18,1024.65,1,LOW_SALES_3PLUS_MONTHS,15.0,0.0,9.0,34.0,132.0,fn,knife,bayonet,covert,unusual,0,1
61,★ Bayonet | Gamma Doppler (Minimal Wear),eb4b4b,8650ac,1450.87,1051.85,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,2.0,6.0,mw,knife,bayonet,covert,unusual,0,1
62,★ Bayonet | Lore (Battle-Scarred),eb4b4b,8650ac,594.98,388.36,1,LOW_SALES_3PLUS_MONTHS,2.0,1.0,2.0,9.0,42.0,bs,knife,bayonet,covert,unusual,0,1
63,★ Bayonet | Lore (Factory New),eb4b4b,8650ac,1225.21,1306.06,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,0.0,5.0,12.0,fn,knife,bayonet,covert,unusual,0,1
64,★ Bayonet | Lore (Field-Tested),eb4b4b,8650ac,554.24,515.27,1,LOW_SALES_3PLUS_MONTHS,15.0,1.0,14.0,37.0,116.0,ft,knife,bayonet,covert,unusual,0,1
65,★ Bayonet | Lore (Minimal Wear),eb4b4b,8650ac,806.07,800.96,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,3.0,11.0,33.0,mw,knife,bayonet,covert,unusual,0,1
66,★ Bayonet | Lore (Well-Worn),eb4b4b,8650ac,717.27,569.48,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,1.0,5.0,10.0,ww,knife,bayonet,covert,unusual,0,1
67,★ Bayonet | Marble Fade (Factory New),eb4b4b,8650ac,854.77,712.0,1,LOW_SALES_3PLUS_MONTHS,18.0,1.0,7.0,46.0,164.0,fn,knife,bayonet,covert,unusual,0,1
68,★ Bayonet | Marble Fade (Minimal Wear),eb4b4b,8650ac,686.0,983.84,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,3.0,mw,knife,bayonet,covert,unusual,0,1
69,★ Bayonet | Night (Battle-Scarred),eb4b4b,8650ac,317.8,230.2,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,2.0,5.0,30.0,bs,knife,bayonet,covert,unusual,0,1
70,★ Bayonet | Night (Factory New),eb4b4b,8650ac,481.58,1501.44,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,knife,bayonet,covert,unusual,0,1
71,★ Bayonet | Night (Field-Tested),eb4b4b,8650ac,281.32,292.13,1,LOW_SALES_3PLUS_MONTHS,9.0,1.0,10.0,42.0,160.0,ft,knife,bayonet,covert,unusual,0,1
72,★ Bayonet | Night (Minimal Wear),eb4b4b,8650ac,414.63,402.5,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,3.0,11.0,47.0,mw,knife,bayonet,covert,unusual,0,1
73,★ Bayonet | Night (Well-Worn),eb4b4b,8650ac,333.46,242.71,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,2.0,9.0,23.0,ww,knife,bayonet,covert,unusual,0,1
74,★ Bayonet | Rust Coat (Battle-Scarred),eb4b4b,8650ac,299.84,300.32,1,LOW_SALES_MONTH,18.0,0.0,14.0,95.0,354.0,bs,knife,bayonet,covert,unusual,0,1
75,★ Bayonet | Rust Coat (Well-Worn),eb4b4b,8650ac,373.29,310.02,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,1.0,10.0,22.0,ww,knife,bayonet,covert,unusual,0,1
76,★ Bayonet | Safari Mesh (Battle-Scarred),eb4b4b,8650ac,232.59,250.53,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,3.0,15.0,40.0,bs,knife,bayonet,covert,unusual,0,1
77,★ Bayonet | Safari Mesh (Factory New),,8650ac,271.03,750.01,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,,,,,0,1
78,★ Bayonet | Safari Mesh (Field-Tested),eb4b4b,8650ac,248.86,220.01,1,LOW_SALES_MONTH,6.0,1.0,5.0,31.0,125.0,ft,knife,bayonet,covert,unusual,0,1
79,★ Bayonet | Safari Mesh (Minimal Wear),eb4b4b,8650ac,241.5,258.63,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,2.0,10.0,40.0,mw,knife,bayonet,covert,unusual,0,1
80,★ Bayonet | Safari Mesh (Well-Worn),eb4b4b,8650ac,302.97,242.92,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,2.0,9.0,22.0,ww,knife,bayonet,covert,unusual,0,1
81,★ Bayonet | Scorched (Battle-Scarred),eb4b4b,8650ac,262.73,240.01,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,2.0,11.0,28.0,bs,knife,bayonet,covert,unusual,0,1
82,★ Bayonet | Scorched (Factory New),,8650ac,352.86,380.92,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,,,,,0,1
83,★ Bayonet | Scorched (Field-Tested),eb4b4b,8650ac,258.67,232.5,1,LOW_SALES_3PLUS_MONTHS,7.0,2.0,14.0,51.0,163.0,ft,knife,bayonet,covert,unusual,0,1
84,★ Bayonet | Scorched (Minimal Wear),eb4b4b,8650ac,298.9,235.67,1,LOW_SALES_3PLUS_MONTHS,5.0,1.0,3.0,10.0,39.0,mw,knife,bayonet,covert,unusual,0,1
85,★ Bayonet | Scorched (Well-Worn),eb4b4b,8650ac,278.41,208.26,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,8.0,19.0,ww,knife,bayonet,covert,unusual,0,1
86,★ Bayonet | Slaughter (Factory New),eb4b4b,8650ac,896.49,794.53,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,2.0,11.0,45.0,fn,knife,bayonet,covert,unusual,0,1
87,★ Bayonet | Slaughter (Field-Tested),eb4b4b,8650ac,634.58,599.01,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,0.0,7.0,28.0,ft,knife,bayonet,covert,unusual,0,1
88,★ Bayonet | Slaughter (Minimal Wear),eb4b4b,8650ac,719.51,663.36,1,LOW_SALES_3PLUS_MONTHS,8.0,2.0,5.0,24.0,79.0,mw,knife,bayonet,covert,unusual,0,1
89,★ Bayonet | Stained (Battle-Scarred),eb4b4b,8650ac,314.99,252.01,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,4.0,20.0,58.0,bs,knife,bayonet,covert,unusual,0,1
90,★ Bayonet | Stained (Factory New),eb4b4b,8650ac,486.69,448.26,1,LOW_SALES_3PLUS_MONTHS,2.0,1.0,2.0,2.0,4.0,fn,knife,bayonet,covert,unusual,0,1
91,★ Bayonet | Stained (Field-Tested),eb4b4b,8650ac,356.92,352.37,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,2.0,18.0,74.0,ft,knife,bayonet,covert,unusual,0,1
92,★ Bayonet | Stained (Minimal Wear),eb4b4b,8650ac,368.24,323.29,1,LOW_SALES_3PLUS_MONTHS,4.0,2.0,2.0,8.0,31.0,mw,knife,bayonet,covert,unusual,0,1
93,★ Bayonet | Stained (Well-Worn),eb4b4b,8650ac,329.6,318.01,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,1.0,9.0,45.0,ww,knife,bayonet,covert,unusual,0,1
94,★ Bayonet | Tiger Tooth (Factory New),eb4b4b,8650ac,647.03,647.02,1,LOW_SALES_MONTH,18.0,1.0,15.0,69.0,218.0,fn,knife,bayonet,covert,unusual,0,1
95,★ Bayonet | Tiger Tooth (Minimal Wear),eb4b4b,8650ac,900.0,644.63,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,7.0,mw,knife,bayonet,covert,unusual,0,1
96,★ Bayonet | Ultraviolet (Battle-Scarred),eb4b4b,8650ac,297.47,227.59,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,0.0,11.0,41.0,bs,knife,bayonet,covert,unusual,0,1
97,★ Bayonet | Ultraviolet (Factory New),eb4b4b,8650ac,686.0,870.01,1,NO_SALES_3PLUS_MONTHS,,0.0,1.0,1.0,3.0,fn,knife,bayonet,covert,unusual,0,1
98,★ Bayonet | Ultraviolet (Field-Tested),eb4b4b,8650ac,287.41,251.36,1,LOW_SALES_MONTH,11.0,1.0,12.0,67.0,201.0,ft,knife,bayonet,covert,unusual,0,1
99,★ Bayonet | Ultraviolet (Minimal Wear),eb4b4b,8650ac,435.08,364.46,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,5.0,21.0,69.0,mw,knife,bayonet,covert,unusual,0,1
100,★ Bayonet | Ultraviolet (Well-Worn),eb4b4b,8650ac,300.07,235.8,1,LOW_SALES_3PLUS_MONTHS,4.0,1.0,1.0,7.0,26.0,ww,knife,bayonet,covert,unusual,0,1
101,★ Bayonet | Urban Masked (Battle-Scarred),eb4b4b,8650ac,290.06,191.18,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,11.0,22.0,bs,knife,bayonet,covert,unusual,0,1
102,★ Bayonet | Urban Masked (Factory New),,8650ac,405.12,365.64,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,,,,,0,1
103,★ Bayonet | Urban Masked (Field-Tested),eb4b4b,8650ac,249.0,250.63,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,7.0,44.0,137.0,ft,knife,bayonet,covert,unusual,0,1
104,★ Bayonet | Urban Masked (Minimal Wear),eb4b4b,8650ac,299.94,299.0,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,2.0,12.0,40.0,mw,knife,bayonet,covert,unusual,0,1
105,★ Bayonet | Urban Masked (Well-Worn),eb4b4b,8650ac,314.61,215.11,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,4.0,17.0,ww,knife,bayonet,covert,unusual,0,1
106,★ Bloodhound Gloves | Bronzed (Battle-Scarred),eb4b4b,8650ac,77.69,79.3,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,9.0,48.0,185.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
107,★ Bloodhound Gloves | Bronzed (Factory New),eb4b4b,8650ac,625.0,867.99,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,1.0,2.0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
108,★ Bloodhound Gloves | Bronzed (Field-Tested),eb4b4b,8650ac,87.65,85.0,1,LOW_SALES_WEEK,13.0,4.0,30.0,162.0,496.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
109,★ Bloodhound Gloves | Bronzed (Minimal Wear),eb4b4b,8650ac,148.05,121.91,1,LOW_SALES_3PLUS_MONTHS,11.0,1.0,7.0,35.0,79.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
110,★ Bloodhound Gloves | Bronzed (Well-Worn),eb4b4b,8650ac,79.35,79.35,1,LOW_SALES_3PLUS_MONTHS,12.0,0.0,7.0,41.0,117.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
111,★ Bloodhound Gloves | Charred (Battle-Scarred),eb4b4b,8650ac,143.15,135.99,1,LOW_SALES_MONTH,6.0,2.0,15.0,52.0,130.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
112,★ Bloodhound Gloves | Charred (Factory New),eb4b4b,8650ac,793.56,1100.0,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,1.0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
113,★ Bloodhound Gloves | Charred (Field-Tested),eb4b4b,8650ac,149.0,144.82,1,LOW_SALES_MONTH,14.0,1.0,14.0,99.0,346.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
114,★ Bloodhound Gloves | Charred (Minimal Wear),eb4b4b,8650ac,299.94,291.85,1,LOW_SALES_3PLUS_MONTHS,4.0,4.0,9.0,25.0,71.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
115,★ Bloodhound Gloves | Charred (Well-Worn),eb4b4b,8650ac,124.43,129.95,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,14.0,63.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
116,★ Bloodhound Gloves | Guerrilla (Battle-Scarred),eb4b4b,8650ac,75.32,72.88,1,LOW_SALES_MONTH,9.0,1.0,4.0,52.0,182.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
117,★ Bloodhound Gloves | Guerrilla (Factory New),eb4b4b,8650ac,717.22,574.3,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,1.0,fn,gloves,bloodhound gloves,extraordinary,unusual,0,1
118,★ Bloodhound Gloves | Guerrilla (Field-Tested),eb4b4b,8650ac,77.9,75.15,1,LOW_SALES_WEEK,19.0,3.0,23.0,125.0,427.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
119,★ Bloodhound Gloves | Guerrilla (Minimal Wear),eb4b4b,8650ac,123.66,123.62,1,LOW_SALES_3PLUS_MONTHS,8.0,3.0,8.0,23.0,88.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
120,★ Bloodhound Gloves | Guerrilla (Well-Worn),eb4b4b,8650ac,94.59,86.47,1,LOW_SALES_3PLUS_MONTHS,6.0,1.0,6.0,24.0,82.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
121,★ Bloodhound Gloves | Snakebite (Battle-Scarred),eb4b4b,8650ac,71.0,74.14,1,LOW_SALES_3PLUS_MONTHS,10.0,1.0,14.0,52.0,132.0,bs,gloves,bloodhound gloves,extraordinary,unusual,0,1
122,★ Bloodhound Gloves | Snakebite (Factory New),,8650ac,549.01,1025.92,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,1.0,2.0,fn,,,,,0,1
123,★ Bloodhound Gloves | Snakebite (Field-Tested),eb4b4b,8650ac,82.5,76.53,1,LOW_SALES_WEEK,19.0,4.0,28.0,127.0,396.0,ft,gloves,bloodhound gloves,extraordinary,unusual,0,1
124,★ Bloodhound Gloves | Snakebite (Minimal Wear),eb4b4b,8650ac,167.33,167.33,1,LOW_SALES_3PLUS_MONTHS,10.0,1.0,5.0,20.0,83.0,mw,gloves,bloodhound gloves,extraordinary,unusual,0,1
125,★ Bloodhound Gloves | Snakebite (Well-Worn),eb4b4b,8650ac,85.39,87.22,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,2.0,21.0,65.0,ww,gloves,bloodhound gloves,extraordinary,unusual,0,1
126,★ Bowie Knife,eb4b4b,8650ac,209.47,204.74,1,LOW_SALES_MONTH,24.0,2.0,16.0,97.0,289.0,,knife,bowie knife,covert,unusual,0,1
127,★ Bowie Knife | Autotronic (Battle-Scarred),eb4b4b,8650ac,192.59,193.0,1,LOW_SALES_MONTH,13.0,2.0,10.0,74.0,187.0,bs,knife,bowie knife,covert,unusual,0,1
128,★ Bowie Knife | Autotronic (Factory New),eb4b4b,8650ac,327.91,307.38,1,LOW_SALES_3PLUS_MONTHS,11.0,1.0,3.0,17.0,38.0,fn,knife,bowie knife,covert,unusual,0,1
