,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
11678,Souvenir SG 553 | Gator Mesh (Well-Worn),5e98d9,ffd700,2.68,2.68,1,LOW_SALES_3PLUS_MONTHS,25.0,0.0,0.0,14.0,34.0,ww,rifle,sg 553,industrial grade,tournament,0,0
11679,Souvenir SG 553 | Hazard Pay (Battle-Scarred),,ffd700,38.35,158.75,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,bs,,,,,0,0
11680,Souvenir SG 553 | Hazard Pay (Factory New),d32ce6,ffd700,248.86,265.85,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,2.0,5.0,8.0,fn,rifle,sg 553,classified,tournament,0,0
11681,Souvenir SG 553 | Hazard Pay (Field-Tested),d32ce6,ffd700,91.38,67.88,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,9.0,17.0,46.0,ft,rifle,sg 553,classified,tournament,0,0
11682,Souvenir SG 553 | Hazard Pay (Minimal Wear),d32ce6,ffd700,200.25,110.94,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,1.0,3.0,12.0,mw,rifle,sg 553,classified,tournament,0,0
11683,Souvenir SG 553 | Hazard Pay (Well-Worn),,ffd700,535.83,98.4,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,1.0,ww,,,,,0,0
11684,Souvenir SG 553 | Integrale (Battle-Scarred),d32ce6,ffd700,55.38,48.97,1,LOW_SALES_3PLUS_MONTHS,6.0,0.0,2.0,13.0,39.0,bs,rifle,sg 553,classified,tournament,0,0
11685,Souvenir SG 553 | Integrale (Factory New),d32ce6,ffd700,1355.55,1782.5,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,rifle,sg 553,classified,tournament,0,0
11686,Souvenir SG 553 | Integrale (Field-Tested),d32ce6,ffd700,93.05,86.79,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,0.0,1.0,9.0,ft,rifle,sg 553,classified,tournament,0,0
11687,Souvenir SG 553 | Integrale (Minimal Wear),d32ce6,ffd700,345.43,329.45,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,0.0,0.0,1.0,mw,rifle,sg 553,classified,tournament,0,0
11688,Souvenir SG 553 | Integrale (Well-Worn),d32ce6,ffd700,72.64,56.0,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,1.0,7.0,36.0,ww,rifle,sg 553,classified,tournament,0,0
11689,Souvenir SG 553 | Lush Ruins (Battle-Scarred),b0c3d9,ffd700,0.03,0.03,0,,951.0,104.0,792.0,1785.0,4415.0,bs,rifle,sg 553,consumer grade,tournament,0,0
11690,Souvenir SG 553 | Lush Ruins (Factory New),b0c3d9,ffd700,0.25,0.24,0,,313.0,143.0,864.0,1757.0,4186.0,fn,rifle,sg 553,consumer grade,tournament,0,0
11691,Souvenir SG 553 | Lush Ruins (Field-Tested),b0c3d9,ffd700,0.03,0.03,0,,2850.0,423.0,4085.0,8693.0,19480.0,ft,rifle,sg 553,consumer grade,tournament,0,0
11692,Souvenir SG 553 | Lush Ruins (Minimal Wear),b0c3d9,ffd700,0.06,0.03,0,,685.0,330.0,2442.0,4726.0,10898.0,mw,rifle,sg 553,consumer grade,tournament,0,0
11693,Souvenir SG 553 | Lush Ruins (Well-Worn),b0c3d9,ffd700,0.06,0.06,0,,340.0,24.0,238.0,620.0,1459.0,ww,rifle,sg 553,consumer grade,tournament,0,0
11694,Souvenir SG 553 | Waves Perforated (Battle-Scarred),b0c3d9,ffd700,13.35,9.7,1,LOW_SALES_3PLUS_MONTHS,12.0,0.0,1.0,12.0,37.0,bs,rifle,sg 553,consumer grade,tournament,0,0
11695,Souvenir SG 553 | Waves Perforated (Factory New),b0c3d9,ffd700,57.0,578.45,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,rifle,sg 553,consumer grade,tournament,0,0
11696,Souvenir SG 553 | Waves Perforated (Field-Tested),b0c3d9,ffd700,9.09,8.94,1,LOW_SALES_3PLUS_MONTHS,57.0,0.0,6.0,42.0,133.0,ft,rifle,sg 553,consumer grade,tournament,0,0
11697,Souvenir SG 553 | Waves Perforated (Minimal Wear),b0c3d9,ffd700,24.92,15.93,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,0.0,2.0,12.0,mw,rifle,sg 553,consumer grade,tournament,0,0
11698,Souvenir SG 553 | Waves Perforated (Well-Worn),b0c3d9,ffd700,15.0,12.85,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,0.0,2.0,8.0,ww,rifle,sg 553,consumer grade,tournament,0,0
11699,Souvenir SSG 08 | Acid Fade (Factory New),4b69ff,ffd700,535.36,294.98,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,0.0,3.0,fn,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11700,Souvenir SSG 08 | Azure Glyph (Battle-Scarred),5e98d9,ffd700,0.16,0.16,0,,161.0,44.0,335.0,1295.0,3001.0,bs,sniper rifle,ssg 08,industrial grade,tournament,0,0
11701,Souvenir SSG 08 | Azure Glyph (Factory New),5e98d9,ffd700,2.94,2.76,1,LOW_SALES_WEEK,46.0,3.0,47.0,165.0,385.0,fn,sniper rifle,ssg 08,industrial grade,tournament,0,0
11702,Souvenir SSG 08 | Azure Glyph (Field-Tested),5e98d9,ffd700,0.21,0.21,0,,409.0,88.0,651.0,2861.0,6699.0,ft,sniper rifle,ssg 08,industrial grade,tournament,0,0
11703,Souvenir SSG 08 | Azure Glyph (Minimal Wear),5e98d9,ffd700,0.52,0.51,0,,162.0,48.0,403.0,1570.0,4024.0,mw,sniper rifle,ssg 08,industrial grade,tournament,0,0
11704,Souvenir SSG 08 | Azure Glyph (Well-Worn),5e98d9,ffd700,0.16,0.16,0,,210.0,58.0,505.0,2104.0,4823.0,ww,sniper rifle,ssg 08,industrial grade,tournament,0,0
11705,Souvenir SSG 08 | Blue Spruce (Battle-Scarred),b0c3d9,ffd700,26.22,89.99,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,1.0,4.0,9.0,bs,sniper rifle,ssg 08,consumer grade,tournament,0,0
11706,Souvenir SSG 08 | Blue Spruce (Factory New),,ffd700,100.0,421.89,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,,,,,0,0
11707,Souvenir SSG 08 | Blue Spruce (Field-Tested),b0c3d9,ffd700,16.02,16.03,1,LOW_SALES_3PLUS_MONTHS,45.0,0.0,3.0,23.0,93.0,ft,sniper rifle,ssg 08,consumer grade,tournament,0,0
11708,Souvenir SSG 08 | Blue Spruce (Minimal Wear),b0c3d9,ffd700,34.5,34.47,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,0.0,4.0,12.0,mw,sniper rifle,ssg 08,consumer grade,tournament,0,0
11709,Souvenir SSG 08 | Blue Spruce (Well-Worn),b0c3d9,ffd700,25.85,26.91,1,LOW_SALES_3PLUS_MONTHS,7.0,0.0,0.0,0.0,6.0,ww,sniper rifle,ssg 08,consumer grade,tournament,0,0
11710,Souvenir SSG 08 | Carbon Fiber (Factory New),5e98d9,ffd700,1.0,0.9500000000000001,0,,212.0,121.0,900.0,2675.0,7256.0,fn,sniper rifle,ssg 08,industrial grade,tournament,0,0
11711,Souvenir SSG 08 | Carbon Fiber (Minimal Wear),5e98d9,ffd700,1.16,1.16,0,,69.0,16.0,167.0,527.0,1424.0,mw,sniper rifle,ssg 08,industrial grade,tournament,0,0
11712,Souvenir SSG 08 | Death Strike (Battle-Scarred),d32ce6,ffd700,74.65,84.48,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,4.0,17.0,76.0,bs,sniper rifle,ssg 08,classified,tournament,0,0
11713,Souvenir SSG 08 | Death Strike (Factory New),d32ce6,ffd700,475.59,294.99,1,LOW_SALES_3PLUS_MONTHS,5.0,0.0,0.0,0.0,2.0,fn,sniper rifle,ssg 08,classified,tournament,0,0
11714,Souvenir SSG 08 | Death Strike (Field-Tested),d32ce6,ffd700,104.59,104.97,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,8.0,40.0,115.0,ft,sniper rifle,ssg 08,classified,tournament,0,0
11715,Souvenir SSG 08 | Death Strike (Minimal Wear),d32ce6,ffd700,172.77,172.5,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,3.0,11.0,47.0,mw,sniper rifle,ssg 08,classified,tournament,0,0
11716,Souvenir SSG 08 | Death Strike (Well-Worn),d32ce6,ffd700,63.41,89.66,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,1.0,14.0,ww,sniper rifle,ssg 08,classified,tournament,0,0
11717,Souvenir SSG 08 | Detour (Factory New),4b69ff,ffd700,12.54,12.0,0,,69.0,19.0,91.0,212.0,553.0,fn,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11718,Souvenir SSG 08 | Detour (Field-Tested),4b69ff,ffd700,4.4,3.9699999999999998,0,,102.0,17.0,175.0,586.0,1596.0,ft,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11719,Souvenir SSG 08 | Detour (Minimal Wear),4b69ff,ffd700,7.5,7.1,0,,61.0,12.0,91.0,255.0,677.0,mw,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11720,Souvenir SSG 08 | Detour (Well-Worn),4b69ff,ffd700,3.94,3.91,1,LOW_SALES_MONTH,23.0,1.0,19.0,81.0,210.0,ww,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11721,Souvenir SSG 08 | Hand Brake (Battle-Scarred),4b69ff,ffd700,1.4,1.3,1,LOW_SALES_WEEK,51.0,2.0,27.0,180.0,527.0,bs,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11722,Souvenir SSG 08 | Hand Brake (Factory New),4b69ff,ffd700,37.62,24.69,1,LOW_SALES_3PLUS_MONTHS,11.0,0.0,4.0,13.0,40.0,fn,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11723,Souvenir SSG 08 | Hand Brake (Field-Tested),4b69ff,ffd700,2.6,2.61,1,LOW_SALES_WEEK,78.0,5.0,46.0,182.0,511.0,ft,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11724,Souvenir SSG 08 | Hand Brake (Minimal Wear),4b69ff,ffd700,5.69,5.68,1,LOW_SALES_MONTH,30.0,1.0,24.0,72.0,271.0,mw,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11725,Souvenir SSG 08 | Hand Brake (Well-Worn),4b69ff,ffd700,1.78,1.77,1,LOW_SALES_WEEK,67.0,7.0,43.0,193.0,532.0,ww,sniper rifle,ssg 08,mil-spec grade,tournament,0,0
11726,Souvenir SSG 08 | Jungle Dashed (Battle-Scarred),b0c3d9,ffd700,0.03,0.03,0,,2028.0,111.0,760.0,1895.0,4631.0,bs,sniper rifle,ssg 08,consumer grade,tournament,0,0
11727,Souvenir SSG 08 | Jungle Dashed (Factory New),b0c3d9,ffd700,1.69,1.58,1,LOW_SALES_WEEK,38.0,19.0,73.0,191.0,406.0,fn,sniper rifle,ssg 08,consumer grade,tournament,0,0
11728,Souvenir SSG 08 | Jungle Dashed (Field-Tested),b0c3d9,ffd700,0.03,0.03,0,,7451.0,348.0,2736.0,6710.0,16626.0,ft,sniper rifle,ssg 08,consumer grade,tournament,0,0
11729,Souvenir SSG 08 | Jungle Dashed (Minimal Wear),b0c3d9,ffd700,0.06,0.04,0,,552.0,254.0,1648.0,4576.0,9951.0,mw,sniper rifle,ssg 08,consumer grade,tournament,0,0
11730,Souvenir SSG 08 | Jungle Dashed (Well-Worn),b0c3d9,ffd700,0.03,0.03,0,,908.0,71.0,598.0,2324.0,4922.0,ww,sniper rifle,ssg 08,consumer grade,tournament,0,0
11731,Souvenir SSG 08 | Prey (Battle-Scarred),b0c3d9,ffd700,0.03,0.03,0,,1136.0,44.0,356.0,1416.0,4409.0,bs,sniper rifle,ssg 08,consumer grade,tournament,0,0
11732,Souvenir SSG 08 | Prey (Factory New),b0c3d9,ffd700,0.03,0.03,0,,8193.0,589.0,4399.0,17757.0,52243.0,fn,sniper rifle,ssg 08,consumer grade,tournament,0,0
11733,Souvenir SSG 08 | Prey (Field-Tested),b0c3d9,ffd700,0.03,0.03,0,,35742.0,649.0,6739.0,23326.0,66702.0,ft,sniper rifle,ssg 08,consumer grade,tournament,0,0
11734,Souvenir SSG 08 | Prey (Minimal Wear),b0c3d9,ffd700,0.03,0.03,0,,18916.0,594.0,3248.0,12479.0,35140.0,mw,sniper rifle,ssg 08,consumer grade,tournament,0,0
11735,Souvenir SSG 08 | Prey (Well-Worn),b0c3d9,ffd700,0.03,0.03,0,,2507.0,63.0,584.0,1938.0,8091.0,ww,sniper rifle,ssg 08,consumer grade,tournament,0,0
11736,Souvenir SSG 08 | Tropical Storm (Battle-Scarred),5e98d9,ffd700,2.21,2.26,1,LOW_SALES_MONTH,68.0,0.0,13.0,62.0,162.0,bs,sniper rifle,ssg 08,industrial grade,tournament,0,0
11737,Souvenir SSG 08 | Tropical Storm (Factory New),5e98d9,ffd700,103.29,99.5,1,LOW_SALES_3PLUS_MONTHS,1.0,0.0,0.0,1.0,3.0,fn,sniper rifle,ssg 08,industrial grade,tournament,0,0
11738,Souvenir SSG 08 | Tropical Storm (Field-Tested),5e98d9,ffd700,1.9500000000000002,1.63,1,LOW_SALES_WEEK,193.0,10.0,69.0,241.0,628.0,ft,sniper rifle,ssg 08,industrial grade,tournament,0,0
11739,Souvenir SSG 08 | Tropical Storm (Minimal Wear),5e98d9,ffd700,4.76,4.74,1,LOW_SALES_MONTH,48.0,1.0,14.0,36.0,127.0,mw,sniper rifle,ssg 08,industrial grade,tournament,0,0
11740,Souvenir SSG 08 | Tropical Storm (Well-Worn),5e98d9,ffd700,2.8200000000000003,2.44,1,LOW_SALES_3PLUS_MONTHS,48.0,0.0,3.0,28.0,109.0,ww,sniper rifle,ssg 08,industrial grade,tournament,0,0
11741,Souvenir Tec-9 | Army Mesh (Battle-Scarred),b0c3d9,ffd700,23.26,10.83,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,0.0,1.0,15.0,bs,pistol,tec-9,consumer grade,tournament,0,0
11742,Souvenir Tec-9 | Army Mesh (Factory New),b0c3d9,ffd700,50.8,61.08,1,LOW_SALES_3PLUS_MONTHS,16.0,0.0,0.0,2.0,5.0,fn,pistol,tec-9,consumer grade,tournament,0,0
11743,Souvenir Tec-9 | Army Mesh (Field-Tested),b0c3d9,ffd700,24.97,20.67,1,LOW_SALES_MONTH,35.0,0.0,1.0,11.0,120.0,ft,pistol,tec-9,consumer grade,tournament,0,0
11744,Souvenir Tec-9 | Army Mesh (Minimal Wear),b0c3d9,ffd700,26.08,12.87,1,LOW_SALES_3PLUS_MONTHS,17.0,0.0,0.0,7.0,45.0,mw,pistol,tec-9,consumer grade,tournament,0,0
11745,Souvenir Tec-9 | Army Mesh (Well-Worn),b0c3d9,ffd700,36.97,22.29,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,0.0,2.0,9.0,ww,pistol,tec-9,consumer grade,tournament,0,0
11746,Souvenir Tec-9 | Blast From the Past (Battle-Scarred),4b69ff,ffd700,0.52,0.44,1,LOW_SALES_MONTH,72.0,8.0,34.0,107.0,299.0,bs,pistol,tec-9,mil-spec grade,tournament,0,0
11747,Souvenir Tec-9 | Blast From the Past (Factory New),4b69ff,ffd700,1.44,1.34,1,LOW_SALES_WEEK,59.0,7.0,66.0,212.0,425.0,fn,pistol,tec-9,mil-spec grade,tournament,0,0
11748,Souvenir Tec-9 | Blast From the Past (Field-Tested),4b69ff,ffd700,0.39,0.4,0,,122.0,39.0,314.0,874.0,1918.0,ft,pistol,tec-9,mil-spec grade,tournament,0,0
11749,Souvenir Tec-9 | Blast From the Past (Minimal Wear),4b69ff,ffd700,0.62,0.55,0,,55.0,16.0,116.0,286.0,726.0,mw,pistol,tec-9,mil-spec grade,tournament,0,0
11750,Souvenir Tec-9 | Blast From the Past (Well-Worn),,ffd700,1.72,1.8599999999999999,1,LOW_SALES_MONTH,25.0,31.0,46.0,84.0,239.0,ww,,,,,0,0
11751,Souvenir Tec-9 | Brass (Battle-Scarred),4b69ff,ffd700,13.68,11.62,1,LOW_SALES_3PLUS_MONTHS,20.0,0.0,7.0,25.0,74.0,bs,pistol,tec-9,mil-spec grade,tournament,0,0
11752,Souvenir Tec-9 | Brass (Factory New),4b69ff,ffd700,83.31,138.0,1,LOW_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,1.0,fn,pistol,tec-9,mil-spec grade,tournament,0,0
11753,Souvenir Tec-9 | Brass (Field-Tested),4b69ff,ffd700,16.59,16.17,1,LOW_SALES_3PLUS_MONTHS,39.0,0.0,5.0,26.0,77.0,ft,pistol,tec-9,mil-spec grade,tournament,0,0
11754,Souvenir Tec-9 | Brass (Minimal Wear),4b69ff,ffd700,28.4,31.78,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,2.0,9.0,41.0,mw,pistol,tec-9,mil-spec grade,tournament,0,0
11755,Souvenir Tec-9 | Brass (Well-Worn),4b69ff,ffd700,12.3,12.19,1,LOW_SALES_3PLUS_MONTHS,29.0,0.0,2.0,25.0,66.0,ww,pistol,tec-9,mil-spec grade,tournament,0,0
11756,Souvenir Tec-9 | Groundwater (Battle-Scarred),b0c3d9,ffd700,14.98,10.5,1,LOW_SALES_3PLUS_MONTHS,14.0,0.0,0.0,5.0,14.0,bs,pistol,tec-9,consumer grade,tournament,0,0
11757,Souvenir Tec-9 | Groundwater (Factory New),b0c3d9,ffd700,60.5,227.7,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,pistol,tec-9,consumer grade,tournament,0,0
11758,Souvenir Tec-9 | Groundwater (Field-Tested),b0c3d9,ffd700,10.71,9.79,1,LOW_SALES_3PLUS_MONTHS,53.0,0.0,3.0,25.0,106.0,ft,pistol,tec-9,consumer grade,tournament,0,0
11759,Souvenir Tec-9 | Groundwater (Minimal Wear),b0c3d9,ffd700,30.96,13.68,1,LOW_SALES_3PLUS_MONTHS,12.0,1.0,1.0,1.0,3.0,mw,pistol,tec-9,consumer grade,tournament,0,0
11760,Souvenir Tec-9 | Groundwater (Well-Worn),b0c3d9,ffd700,17.56,12.6,1,NO_SALES_3PLUS_MONTHS,8.0,0.0,0.0,1.0,3.0,ww,pistol,tec-9,consumer grade,tournament,0,0
11761,Souvenir Tec-9 | Mummy's Rot (Battle-Scarred),4b69ff,ffd700,0.55,0.55,1,LOW_SALES_WEEK,56.0,7.0,61.0,209.0,553.0,bs,pistol,tec-9,mil-spec grade,tournament,0,0
11762,Souvenir Tec-9 | Mummy's Rot (Factory New),4b69ff,ffd700,6.91,7.86,1,LOW_SALES_3PLUS_MONTHS,21.0,3.0,12.0,31.0,67.0,fn,pistol,tec-9,mil-spec grade,tournament,0,0
11763,Souvenir Tec-9 | Mummy's Rot (Field-Tested),4b69ff,ffd700,0.64,0.6000000000000001,0,,35.0,27.0,120.0,390.0,991.0,ft,pistol,tec-9,mil-spec grade,tournament,0,0
11764,Souvenir Tec-9 | Mummy's Rot (Minimal Wear),4b69ff,ffd700,1.43,1.38,0,,36.0,6.0,71.0,246.0,611.0,mw,pistol,tec-9,mil-spec grade,tournament,0,0
11765,Souvenir Tec-9 | Mummy's Rot (Well-Worn),4b69ff,ffd700,0.59,0.65,0,,57.0,11.0,89.0,356.0,900.0,ww,pistol,tec-9,mil-spec grade,tournament,0,0
11766,Souvenir Tec-9 | Nuclear Threat (Battle-Scarred),8847ff,ffd700,300.0,76.18,1,LOW_SALES_3PLUS_MONTHS,4.0,0.0,1.0,1.0,1.0,bs,pistol,tec-9,restricted,tournament,0,0
11767,Souvenir Tec-9 | Nuclear Threat (Field-Tested),8847ff,ffd700,117.96,98.44,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,3.0,4.0,ft,pistol,tec-9,restricted,tournament,0,0
11768,Souvenir Tec-9 | Nuclear Threat (Minimal Wear),8847ff,ffd700,973.77,159.79,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,mw,pistol,tec-9,restricted,tournament,0,0
11769,Souvenir Tec-9 | Nuclear Threat (Well-Worn),,ffd700,1298.39,138.94,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,ww,,,,,0,0
11770,Souvenir Tec-9 | Red Quartz (Factory New),8847ff,ffd700,31.1,33.58,1,LOW_SALES_3PLUS_MONTHS,20.0,0.0,2.0,13.0,33.0,fn,pistol,tec-9,restricted,tournament,0,0
11771,Souvenir Tec-9 | Red Quartz (Field-Tested),8847ff,ffd700,10.44,8.71,1,LOW_SALES_MONTH,21.0,0.0,6.0,39.0,155.0,ft,pistol,tec-9,restricted,tournament,0,0
11772,Souvenir Tec-9 | Red Quartz (Minimal Wear),8847ff,ffd700,16.24,13.93,1,LOW_SALES_3PLUS_MONTHS,20.0,1.0,5.0,18.0,61.0,mw,pistol,tec-9,restricted,tournament,0,0
11773,Souvenir Tec-9 | Red Quartz (Well-Worn),8847ff,ffd700,39.87,22.0,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,0.0,2.0,ww,pistol,tec-9,restricted,tournament,0,0
11774,Souvenir Tec-9 | Remote Control (Battle-Scarred),d32ce6,ffd700,16.37,14.65,1,LOW_SALES_3PLUS_MONTHS,13.0,4.0,7.0,15.0,48.0,bs,pistol,tec-9,classified,tournament,0,0
11775,Souvenir Tec-9 | Remote Control (Factory New),d32ce6,ffd700,81.13,125.08,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,fn,pistol,tec-9,classified,tournament,0,0
11776,Souvenir Tec-9 | Remote Control (Field-Tested),d32ce6,ffd700,26.11,27.32,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,11.0,17.0,32.0,ft,pistol,tec-9,classified,tournament,0,0
11777,Souvenir Tec-9 | Remote Control (Minimal Wear),d32ce6,ffd700,48.36,31.1,1,LOW_SALES_3PLUS_MONTHS,6.0,1.0,10.0,10.0,22.0,mw,pistol,tec-9,classified,tournament,0,0
11778,Souvenir Tec-9 | Remote Control (Well-Worn),d32ce6,ffd700,16.17,16.58,1,LOW_SALES_3PLUS_MONTHS,11.0,2.0,9.0,19.0,71.0,ww,pistol,tec-9,classified,tournament,0,0
11779,Souvenir Tec-9 | Toxic (Battle-Scarred),4b69ff,ffd700,8.17,6.99,1,LOW_SALES_3PLUS_MONTHS,22.0,0.0,4.0,34.0,122.0,bs,pistol,tec-9,mil-spec grade,tournament,0,0
11780,Souvenir Tec-9 | Toxic (Factory New),4b69ff,ffd700,55.61,52.5,1,LOW_SALES_3PLUS_MONTHS,9.0,2.0,2.0,11.0,28.0,fn,pistol,tec-9,mil-spec grade,tournament,0,0
11781,Souvenir Tec-9 | Toxic (Field-Tested),4b69ff,ffd700,8.57,10.0,1,LOW_SALES_MONTH,81.0,2.0,19.0,71.0,282.0,ft,pistol,tec-9,mil-spec grade,tournament,0,0
11782,Souvenir Tec-9 | Toxic (Minimal Wear),4b69ff,ffd700,21.11,16.58,1,LOW_SALES_3PLUS_MONTHS,33.0,2.0,9.0,26.0,91.0,mw,pistol,tec-9,mil-spec grade,tournament,0,0
11783,Souvenir Tec-9 | Toxic (Well-Worn),4b69ff,ffd700,10.71,10.23,1,LOW_SALES_3PLUS_MONTHS,12.0,0.0,0.0,4.0,14.0,ww,,,,,0,0
11784,Souvenir Tec-9 | VariCamo (Battle-Scarred),5e98d9,ffd700,1.43,1.5899999999999999,1,LOW_SALES_3PLUS_MONTHS,38.0,1.0,4.0,19.0,57.0,bs,pistol,tec-9,industrial grade,tournament,0,0
11785,Souvenir Tec-9 | VariCamo (Factory New),5e98d9,ffd700,3.99,10.56,1,LOW_SALES_3PLUS_MONTHS,64.0,0.0,1.0,58.0,118.0,fn,pistol,tec-9,industrial grade,tournament,0,0
11786,Souvenir Tec-9 | VariCamo (Field-Tested),5e98d9,ffd700,1.5,1.62,1,LOW_SALES_WEEK,127.0,2.0,20.0,114.0,375.0,ft,pistol,tec-9,industrial grade,tournament,0,0
11787,Souvenir Tec-9 | VariCamo (Minimal Wear),5e98d9,ffd700,2.36,3.17,1,LOW_SALES_MONTH,80.0,0.0,15.0,76.0,182.0,mw,pistol,tec-9,industrial grade,tournament,0,0
11788,Souvenir Tec-9 | VariCamo (Well-Worn),5e98d9,ffd700,2.44,2.39,1,LOW_SALES_3PLUS_MONTHS,25.0,0.0,2.0,10.0,31.0,ww,pistol,tec-9,industrial grade,tournament,0,0
11789,Souvenir UMP-45 | Blaze (Factory New),4b69ff,ffd700,35.69,33.16,1,LOW_SALES_MONTH,58.0,3.0,8.0,49.0,206.0,fn,smg,ump-45,mil-spec grade,tournament,0,0
11790,Souvenir UMP-45 | Blaze (Minimal Wear),4b69ff,ffd700,45.65,48.7,1,LOW_SALES_3PLUS_MONTHS,5.0,1.0,3.0,6.0,14.0,mw,smg,ump-45,mil-spec grade,tournament,0,0
11791,Souvenir UMP-45 | Facility Dark (Battle-Scarred),b0c3d9,ffd700,0.05,0.03,0,,247.0,11.0,78.0,224.0,564.0,bs,smg,ump-45,consumer grade,tournament,0,0
11792,Souvenir UMP-45 | Facility Dark (Factory New),b0c3d9,ffd700,0.07,0.05,0,,672.0,85.0,737.0,1893.0,4758.0,fn,smg,ump-45,consumer grade,tournament,0,0
11793,Souvenir UMP-45 | Facility Dark (Field-Tested),b0c3d9,ffd700,0.03,0.03,0,,2463.0,78.0,1040.0,2734.0,7044.0,ft,smg,ump-45,consumer grade,tournament,0,0
11794,Souvenir UMP-45 | Facility Dark (Minimal Wear),b0c3d9,ffd700,0.04,0.03,0,,1199.0,103.0,795.0,2036.0,5111.0,mw,smg,ump-45,consumer grade,tournament,0,0
11795,Souvenir UMP-45 | Facility Dark (Well-Worn),b0c3d9,ffd700,0.04,0.03,0,,313.0,17.0,189.0,603.0,1174.0,ww,smg,ump-45,consumer grade,tournament,0,0
11796,Souvenir UMP-45 | Fade (Factory New),d32ce6,ffd700,79.63,69.0,1,LOW_SALES_MONTH,28.0,0.0,11.0,74.0,191.0,fn,smg,ump-45,classified,tournament,0,0
11797,Souvenir UMP-45 | Fade (Minimal Wear),d32ce6,ffd700,112.7,77.43,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,4.0,14.0,mw,smg,ump-45,classified,tournament,0,0
11798,Souvenir UMP-45 | Fallout Warning (Battle-Scarred),5e98d9,ffd700,2.7,2.5300000000000002,1,LOW_SALES_3PLUS_MONTHS,35.0,0.0,1.0,22.0,84.0,bs,smg,ump-45,industrial grade,tournament,0,0
11799,Souvenir UMP-45 | Fallout Warning (Factory New),5e98d9,ffd700,220.35,131.14,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,fn,smg,ump-45,industrial grade,tournament,0,0
11800,Souvenir UMP-45 | Fallout Warning (Field-Tested),5e98d9,ffd700,3.35,4.26,1,LOW_SALES_MONTH,113.0,1.0,12.0,94.0,283.0,ft,smg,ump-45,industrial grade,tournament,0,0
11801,Souvenir UMP-45 | Fallout Warning (Minimal Wear),5e98d9,ffd700,9.67,18.26,1,LOW_SALES_3PLUS_MONTHS,26.0,1.0,2.0,16.0,57.0,mw,smg,ump-45,industrial grade,tournament,0,0
11802,Souvenir UMP-45 | Fallout Warning (Well-Worn),5e98d9,ffd700,3.6,2.5700000000000003,1,LOW_SALES_3PLUS_MONTHS,24.0,2.0,4.0,15.0,43.0,ww,smg,ump-45,industrial grade,tournament,0,0
